,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,57.0,0.0,6.0,0.0
1,71.0,0.0,5.0,0.0
2,68.0,0.0,6.0,0.0
3,130.0,97.0,7.0,7.0
4,18.0,0.0,4.0,0.0
5,54.0,5.0,7.0,2.0
6,61.0,0.0,5.0,0.0
7,75.0,3.0,7.0,1.0
8,30.0,12.0,4.0,3.0
9,45.0,0.0,6.0,0.0
10,57.0,1.0,6.0,1.0
11,94.0,0.0,7.0,0.0
12,128.0,96.0,7.0,7.0
13,78.0,26.0,7.0,5.0
14,9.0,0.0,2.0,0.0
15,119.0,116.0,7.0,7.0
16,114.0,81.0,7.0,7.0
17,127.0,107.0,7.0,7.0
18,111.0,82.0,7.0,7.0
19,116.0,56.0,7.0,7.0
20,129.0,101.0,7.0,5.0
21,98.0,90.0,7.0,7.0
22,140.0,46.0,7.0,4.0
23,111.0,104.0,7.0,7.0
24,64.0,45.0,7.0,6.0
25,59.0,10.0,6.0,3.0
26,44.0,11.0,7.0,3.0
27,39.0,6.0,5.0,2.0
28,79.0,39.0,7.0,6.0
29,70.0,28.0,7.0,4.0
30,68.0,10.0,7.0,2.0
31,39.0,39.0,6.0,6.0
32,75.0,32.0,6.0,4.0
33,73.0,73.0,7.0,7.0
34,62.0,56.0,5.0,7.0
35,82.0,40.0,7.0,6.0
36,0.0,0.0,0.0,0.0
37,0.0,54.0,0.0,6.0
38,0.0,30.0,0.0,7.0
39,6.0,15.0,1.0,3.0
40,12.0,15.0,2.0,4.0
41,0.0,0.0,0.0,0.0
42,12.0,5.0,2.0,3.0
43,6.0,0.0,1.0,0.0
44,14.0,0.0,2.0,0.0
45,29.0,0.0,6.0,0.0
46,7.0,3.0,1.0,1.0
47,12.0,14.0,2.0,2.0
48,33.0,72.0,3.0,6.0
49,66.0,70.0,5.0,7.0
50,31.0,66.0,4.0,6.0
51,115.0,150.0,6.0,7.0
52,60.0,82.0,7.0,7.0
53,11.0,68.0,1.0,5.0
54,38.0,44.0,4.0,5.0
55,30.0,65.0,3.0,5.0
56,53.0,23.0,5.0,3.0
57,36.0,28.0,3.0,4.0
58,48.0,87.0,6.0,7.0
59,29.0,42.0,3.0,6.0
60,115.0,113.0,7.0,7.0
61,144.0,160.0,7.0,7.0
62,70.0,47.0,7.0,6.0
63,116.0,120.0,7.0,7.0
64,103.0,106.0,7.0,7.0
65,100.0,109.0,7.0,7.0
66,106.0,99.0,7.0,7.0
67,105.0,122.0,7.0,7.0
68,118.0,107.0,7.0,7.0
69,111.0,112.0,7.0,7.0
70,116.0,82.0,7.0,6.0
71,126.0,103.0,7.0,7.0
72,2.0,0.0,1.0,0.0
73,20.0,9.0,4.0,1.0
74,0.0,0.0,0.0,0.0
75,66.0,24.0,7.0,5.0
76,42.0,19.0,6.0,3.0
77,1.0,10.0,1.0,3.0
78,34.0,0.0,4.0,0.0
79,30.0,6.0,4.0,1.0
80,18.0,4.0,3.0,2.0
81,11.0,2.0,2.0,1.0
82,3.0,0.0,1.0,0.0
83,28.0,0.0,5.0,0.0
84,52.0,57.0,5.0,6.0
85,91.0,75.0,7.0,7.0
86,21.0,6.0,4.0,3.0
87,56.0,15.0,7.0,2.0
88,43.0,35.0,5.0,6.0
89,58.0,51.0,6.0,7.0
90,36.0,45.0,6.0,7.0
91,47.0,42.0,6.0,7.0
92,62.0,22.0,7.0,3.0
93,50.0,40.0,7.0,6.0
94,54.0,54.0,7.0,7.0
95,65.0,49.0,7.0,7.0
96,45.0,93.0,3.0,7.0
97,97.0,90.0,7.0,7.0
98,50.0,73.0,5.0,7.0
99,0.0,0.0,0.0,0.0
100,100.0,129.0,6.0,7.0
101,54.0,118.0,5.0,7.0
102,124.0,106.0,7.0,7.0
103,63.0,132.0,7.0,7.0
104,120.0,110.0,7.0,7.0
105,40.0,59.0,5.0,5.0
106,77.0,93.0,6.0,7.0
107,58.0,118.0,7.0,7.0
108,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0
110,89.0,90.0,7.0,7.0
111,0.0,0.0,0.0,0.0
112,28.0,0.0,5.0,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,11.0,0.0,3.0,0.0
117,0.0,0.0,0.0,0.0
118,8.0,0.0,1.0,0.0
119,6.0,0.0,1.0,0.0
