,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,92.0,90.0,7.0,7.0
1,102.0,95.0,7.0,7.0
2,46.0,56.0,5.0,7.0
3,91.0,100.0,7.0,7.0
4,98.0,108.0,7.0,7.0
5,109.0,107.0,7.0,7.0
6,112.0,113.0,7.0,7.0
7,115.0,92.0,7.0,6.0
8,108.0,90.0,7.0,6.0
9,106.0,90.0,7.0,7.0
10,103.0,111.0,7.0,7.0
11,115.0,103.0,7.0,7.0
12,0.0,0.0,0.0,0.0
13,31.0,7.0,5.0,1.0
14,35.0,13.0,7.0,2.0
15,35.0,18.0,6.0,3.0
16,14.0,21.0,2.0,4.0
17,5.0,0.0,1.0,0.0
18,23.0,0.0,4.0,0.0
19,32.0,0.0,4.0,0.0
20,30.0,14.0,5.0,5.0
21,12.0,1.0,2.0,1.0
22,19.0,5.0,2.0,1.0
23,15.0,6.0,2.0,2.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,33.0,10.0,3.0,1.0
27,31.0,40.0,4.0,5.0
28,0.0,0.0,0.0,0.0
29,12.0,0.0,2.0,0.0
30,11.0,0.0,1.0,0.0
31,0.0,7.0,0.0,2.0
32,18.0,0.0,2.0,0.0
33,0.0,3.0,0.0,1.0
34,0.0,0.0,0.0,0.0
35,20.0,0.0,3.0,0.0
36,109.0,79.0,7.0,7.0
37,53.0,23.0,6.0,4.0
38,20.0,0.0,3.0,0.0
39,121.0,66.0,7.0,5.0
40,83.0,27.0,5.0,5.0
41,84.0,52.0,6.0,7.0
42,112.0,58.0,7.0,7.0
43,99.0,0.0,6.0,0.0
44,107.0,39.0,6.0,4.0
45,98.0,0.0,6.0,0.0
46,114.0,67.0,7.0,6.0
47,127.0,27.0,7.0,4.0
48,92.0,101.0,7.0,7.0
49,107.0,92.0,7.0,7.0
50,55.0,32.0,6.0,4.0
51,117.0,127.0,7.0,6.0
52,67.0,81.0,7.0,7.0
53,100.0,96.0,7.0,7.0
54,73.0,76.0,7.0,7.0
55,102.0,104.0,7.0,7.0
56,93.0,87.0,7.0,7.0
57,124.0,101.0,7.0,7.0
58,80.0,75.0,7.0,7.0
59,110.0,116.0,7.0,7.0
60,89.0,86.0,7.0,7.0
61,120.0,115.0,7.0,7.0
62,66.0,55.0,7.0,6.0
63,78.0,72.0,6.0,7.0
64,71.0,69.0,7.0,6.0
65,98.0,72.0,7.0,7.0
66,87.0,74.0,7.0,7.0
67,59.0,88.0,6.0,7.0
68,78.0,40.0,7.0,5.0
69,82.0,78.0,7.0,6.0
70,86.0,54.0,7.0,7.0
71,63.0,79.0,7.0,7.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,14.0,0.0,2.0,0.0
76,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0
78,2.0,3.0,1.0,1.0
79,3.0,0.0,1.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,5.0,10.0,1.0,2.0
85,0.0,28.0,0.0,5.0
86,0.0,0.0,0.0,0.0
87,7.0,18.0,1.0,3.0
88,0.0,1.0,0.0,1.0
89,3.0,0.0,2.0,0.0
90,3.0,7.0,1.0,2.0
91,0.0,0.0,0.0,0.0
92,11.0,0.0,2.0,0.0
93,0.0,0.0,0.0,0.0
94,6.0,5.0,2.0,1.0
95,10.0,0.0,3.0,0.0
96,96.0,70.0,7.0,6.0
97,90.0,59.0,7.0,7.0
98,103.0,55.0,7.0,6.0
99,151.0,125.0,7.0,7.0
100,122.0,103.0,7.0,7.0
101,89.0,82.0,7.0,6.0
102,123.0,69.0,7.0,7.0
103,104.0,71.0,7.0,6.0
104,89.0,85.0,7.0,7.0
105,101.0,92.0,7.0,7.0
106,79.0,101.0,5.0,7.0
107,119.0,43.0,7.0,5.0
108,114.0,109.0,7.0,7.0
109,153.0,136.0,7.0,7.0
110,100.0,65.0,6.0,6.0
111,100.0,95.0,7.0,7.0
112,107.0,125.0,6.0,7.0
113,117.0,93.0,7.0,7.0
114,100.0,109.0,7.0,7.0
115,113.0,90.0,7.0,7.0
116,121.0,103.0,7.0,7.0
117,116.0,109.0,7.0,7.0
118,119.0,104.0,7.0,7.0
119,122.0,113.0,7.0,7.0
