,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,32.0,7.0,6.0,2.0
1,27.0,8.0,6.0,1.0
2,135.0,76.0,7.0,7.0
3,24.0,6.0,4.0,1.0
4,0.0,10.0,0.0,3.0
5,52.0,20.0,7.0,5.0
6,36.0,19.0,6.0,5.0
7,32.0,25.0,6.0,4.0
8,26.0,5.0,4.0,2.0
9,34.0,26.0,5.0,5.0
10,32.0,5.0,4.0,2.0
11,26.0,20.0,6.0,4.0
12,71.0,89.0,7.0,7.0
13,6.0,23.0,1.0,6.0
14,100.0,84.0,7.0,7.0
15,103.0,92.0,7.0,7.0
16,71.0,85.0,6.0,6.0
17,60.0,101.0,5.0,7.0
18,47.0,107.0,5.0,7.0
19,101.0,59.0,7.0,6.0
20,24.0,25.0,4.0,2.0
21,71.0,97.0,6.0,7.0
22,90.0,59.0,7.0,5.0
23,92.0,88.0,7.0,6.0
24,47.0,44.0,5.0,7.0
25,0.0,26.0,0.0,7.0
26,6.0,10.0,2.0,2.0
27,14.0,5.0,2.0,1.0
28,39.0,48.0,6.0,5.0
29,44.0,0.0,4.0,0.0
30,38.0,25.0,5.0,4.0
31,28.0,41.0,4.0,7.0
32,15.0,2.0,2.0,1.0
33,10.0,1.0,1.0,1.0
34,52.0,45.0,5.0,6.0
35,32.0,50.0,3.0,6.0
36,20.0,0.0,4.0,0.0
37,61.0,8.0,7.0,1.0
38,33.0,0.0,5.0,0.0
39,0.0,9.0,0.0,2.0
40,19.0,3.0,2.0,1.0
41,8.0,0.0,2.0,0.0
42,20.0,3.0,4.0,1.0
43,1.0,1.0,1.0,1.0
44,29.0,0.0,4.0,0.0
45,11.0,0.0,2.0,0.0
46,6.0,0.0,2.0,0.0
47,18.0,0.0,4.0,0.0
48,19.0,0.0,4.0,0.0
49,0.0,0.0,0.0,0.0
50,54.0,0.0,5.0,0.0
51,20.0,12.0,3.0,2.0
52,24.0,0.0,4.0,0.0
53,39.0,0.0,5.0,0.0
54,37.0,3.0,5.0,1.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,30.0,0.0,6.0,0.0
58,6.0,0.0,2.0,0.0
59,26.0,0.0,5.0,0.0
60,31.0,56.0,3.0,7.0
61,14.0,44.0,2.0,7.0
62,20.0,8.0,2.0,1.0
63,4.0,46.0,1.0,7.0
64,6.0,60.0,1.0,7.0
65,11.0,67.0,2.0,7.0
66,16.0,21.0,3.0,2.0
67,50.0,70.0,5.0,7.0
68,0.0,11.0,0.0,2.0
69,15.0,69.0,3.0,6.0
70,8.0,56.0,1.0,5.0
71,12.0,0.0,1.0,0.0
72,122.0,123.0,7.0,7.0
73,121.0,104.0,7.0,7.0
74,34.0,34.0,6.0,7.0
75,124.0,123.0,7.0,7.0
76,100.0,65.0,7.0,7.0
77,121.0,116.0,7.0,7.0
78,123.0,115.0,7.0,7.0
79,122.0,110.0,7.0,7.0
80,109.0,109.0,7.0,7.0
81,98.0,113.0,7.0,7.0
82,118.0,124.0,7.0,7.0
83,122.0,108.0,7.0,7.0
84,22.0,33.0,4.0,6.0
85,82.0,83.0,7.0,7.0
86,21.0,6.0,4.0,1.0
87,49.0,36.0,7.0,6.0
88,21.0,16.0,4.0,3.0
89,23.0,15.0,5.0,4.0
90,24.0,23.0,5.0,6.0
91,18.0,12.0,3.0,2.0
92,40.0,30.0,6.0,5.0
93,31.0,24.0,6.0,6.0
94,14.0,38.0,3.0,7.0
95,23.0,22.0,4.0,4.0
96,3.0,12.0,1.0,5.0
97,10.0,37.0,2.0,6.0
98,5.0,58.0,2.0,7.0
99,0.0,0.0,0.0,0.0
100,13.0,62.0,3.0,7.0
101,9.0,18.0,3.0,5.0
102,15.0,45.0,2.0,7.0
103,6.0,36.0,1.0,5.0
104,37.0,37.0,5.0,4.0
105,3.0,18.0,1.0,4.0
106,0.0,25.0,0.0,5.0
107,8.0,54.0,1.0,7.0
108,10.0,5.0,3.0,1.0
109,33.0,0.0,4.0,0.0
110,92.0,57.0,7.0,6.0
111,0.0,0.0,0.0,0.0
112,36.0,0.0,4.0,0.0
113,23.0,0.0,5.0,0.0
114,24.0,6.0,5.0,2.0
115,0.0,2.0,0.0,1.0
116,32.0,0.0,4.0,0.0
117,57.0,0.0,6.0,0.0
118,62.0,0.0,6.0,0.0
119,51.0,1.0,7.0,1.0
