BehaviorSpace results (NetLogo 6.2.0),,,,,,,,,,,,
crested_newt.nlogo,,,,,,,,,,,,
experiment,,,,,,,,,,,,
09/23/2021 21:47:03:176 +0200,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,
0,399,0,399,,,,,,,,,
[run number],capacity,mean-juvenile-mortality-prob,mortality-decrease-with-buffer,number-of-startind,movement-energy,cropland-movement-cost,woodland-movement-cost,mean-number-of-female-offspring,scenario,mean-adult-mortality-prob,[step],count turtles
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,33,63
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,45,57
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,21,89
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,42,32
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,58,86
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,76,95
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,43,80
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,59,82
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,34,52
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,46,66
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,43,28
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,44,26
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,35,55
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,22,81
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,45,20
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,46,23
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,47,72
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,59,87
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,44,76
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,77,87
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,60,77
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,36,60
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,47,21
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,48,20
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,23,94
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,48,68
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,49,15
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,50,19
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,45,87
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,51,33
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,60,74
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,52,33
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,61,85
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,37,52
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,78,93
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,53,37
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,49,55
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,38,49
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,46,93
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,61,72
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,54,45
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,24,86
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,50,46
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,39,41
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,79,85
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,51,55
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,55,42
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,62,93
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,40,39
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,62,70
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,56,31
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,41,41
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,52,63
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,57,32
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,47,94
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,42,48
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,80,89
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,25,76
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,63,72
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,58,46
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,43,67
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,63,77
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,53,51
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,81,90
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,54,56
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,59,43
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,64,78
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,26,81
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,44,53
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,48,87
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,55,69
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,64,51
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,60,45
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,45,53
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,82,96
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,65,57
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,65,67
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,61,44
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,56,80
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,46,58
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,66,65
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,49,84
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,27,79
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,62,46
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,66,78
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,83,85
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,47,67
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,67,74
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,63,49
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,28,79
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,64,57
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,50,83
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,57,59
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,68,73
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,84,78
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,48,65
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,67,94
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,51,67
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,58,62
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,65,40
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,66,57
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,29,59
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,69,69
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,85,72
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,52,77
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,49,58
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,59,68
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,67,44
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,50,51
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,30,68
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,86,77
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,53,84
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,51,49
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,68,77
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,68,49
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,70,74
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,69,51
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,52,60
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,31,82
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,70,60
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,60,62
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,54,80
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,87,67
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,71,88
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,53,56
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,69,67
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,61,73
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,71,59
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,88,73
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,32,86
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,70,66
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,55,65
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,54,40
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,72,73
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,72,45
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,62,63
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,55,51
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,71,79
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,56,69
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,89,58
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,73,45
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,56,59
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,33,63
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,73,66
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,74,57
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,57,60
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,63,59
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,90,68
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,72,69
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,57,52
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,74,70
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,58,75
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,58,64
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,64,59
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,34,58
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,75,50
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,91,70
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,73,70
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,65,55
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,75,60
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,35,65
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,76,49
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,59,64
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,92,79
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,76,60
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,59,73
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,74,50
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,77,59
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,66,59
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,60,74
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,77,61
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,75,60
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,36,49
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,67,64
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,60,72
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,78,61
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,37,62
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,93,54
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,78,65
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,76,71
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,61,78
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,68,63
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,61,83
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,94,50
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,38,54
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,69,72
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,77,78
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,79,43
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,95,55
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,79,53
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,96,71
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,62,54
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,39,56
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,62,85
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,80,55
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,80,48
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,70,71
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,63,59
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,81,46
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,40,60
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,78,71
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,97,51
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,81,53
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,64,61
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,82,46
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,41,67
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,63,94
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,98,43
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,79,74
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,65,58
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,71,54
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,83,41
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,99,39
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,82,43
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,72,53
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,42,55
50,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,100,42
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,84,45
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,66,46
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,83,48
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,73,64
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,64,93
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,43,68
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,67,39
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,80,60
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,0,30
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,1,58
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,85,40
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,84,52
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,74,71
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,2,63
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,68,52
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,86,50
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,85,41
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,81,62
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,3,67
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,44,56
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,87,57
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,86,48
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,65,101
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,69,38
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,75,67
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,82,76
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,87,62
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,4,69
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,45,55
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,70,38
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,88,59
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,71,46
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,72,54
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,88,64
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,5,63
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,83,79
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,66,102
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,46,39
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,76,57
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,89,68
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,73,57
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,6,68
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,47,45
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,74,55
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,89,47
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,77,63
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,48,44
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,90,54
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,7,79
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,75,73
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,90,49
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,49,61
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,67,94
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,84,67
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,91,44
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,91,49
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,78,43
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,50,62
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,8,78
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,92,50
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,76,60
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,92,42
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,79,48
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,85,68
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,93,58
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,51,56
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,68,77
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,93,39
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,9,68
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,52,60
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,80,47
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,77,53
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,94,37
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,94,52
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,10,87
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,69,80
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,53,50
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,86,66
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,78,47
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,81,45
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,95,33
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,79,54
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,95,49
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,54,53
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,96,35
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,96,53
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,82,47
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,97,42
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,87,78
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,55,48
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,80,56
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,70,73
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,97,46
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,98,29
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,11,76
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,83,58
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,98,60
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,99,36
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,56,41
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,81,61
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,71,93
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,99,64
55,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,100,39
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,84,61
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,57,46
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,88,86
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,12,76
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,58,47
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,0,30
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,1,57
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,82,50
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,85,67
52,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,100,89
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,2,65
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,59,42
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,83,52
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,13,75
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,60,51
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,72,92
59,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,0,30
59,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,1,63
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,3,68
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,86,59
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,84,51
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,61,52
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,89,70
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,4,60
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,85,62
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,62,52
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,14,65
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,73,78
59,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,2,58
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,87,64
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,5,53
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,63,59
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,15,60
59,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,3,61
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,86,57
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,6,61
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,88,67
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,64,62
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,87,52
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,16,74
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,90,71
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,74,67
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,7,63
59,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,4,34
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,88,59
49,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,91,79
59,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,5,36
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,65,68
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,89,56
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,8,61
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,75,77
59,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,6,38
57,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,17,72
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,89,55
59,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,7,46
58,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,9,72
51,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,90,56
59,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,8,37
53,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,76,70
54,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,90,66
56,30,0.45,0.1,30,500,5,1,2.5,buffers,0.18,66,68
