,mortality_decrease,movement_energy,corridor_netws,corridor_year,buffer_netws,buffer_year
0,0.08777777777777776,200.0,46.0,3.0,0.0,-999.0
1,0.08777777777777776,288.8888888888889,46.0,5.0,23.0,-999.0
2,0.08777777777777776,377.77777777777777,38.0,2.0,39.0,-999.0
3,0.08777777777777776,466.66666666666663,52.0,1.0,14.0,-999.0
4,0.08777777777777776,555.5555555555555,46.0,2.0,51.0,10.0
5,0.08777777777777776,644.4444444444445,39.0,3.0,63.0,13.0
6,0.08777777777777776,733.3333333333333,36.0,3.0,59.0,13.0
7,0.08777777777777776,822.2222222222222,50.0,2.0,54.0,2.0
8,0.08777777777777776,911.1111111111111,75.0,14.0,47.0,4.0
9,0.08777777777777776,1000.0,52.0,4.0,64.0,8.0
10,0.10333333333333332,200.0,34.0,4.0,14.0,-999.0
11,0.10333333333333332,288.8888888888889,30.0,-999.0,11.0,-999.0
12,0.10333333333333332,377.77777777777777,37.0,2.0,23.0,-999.0
13,0.10333333333333332,466.66666666666663,60.0,2.0,62.0,3.0
14,0.10333333333333332,555.5555555555555,34.0,3.0,66.0,19.0
15,0.10333333333333332,644.4444444444445,65.0,2.0,59.0,11.0
16,0.10333333333333332,733.3333333333333,52.0,3.0,54.0,3.0
17,0.10333333333333332,822.2222222222222,51.0,2.0,62.0,2.0
18,0.10333333333333332,911.1111111111111,38.0,2.0,61.0,2.0
19,0.10333333333333332,1000.0,54.0,2.0,56.0,9.0
20,0.11888888888888886,200.0,46.0,3.0,31.0,-999.0
21,0.11888888888888886,288.8888888888889,58.0,6.0,0.0,-999.0
22,0.11888888888888886,377.77777777777777,47.0,5.0,31.0,-999.0
23,0.11888888888888886,466.66666666666663,51.0,5.0,35.0,-999.0
24,0.11888888888888886,555.5555555555555,51.0,2.0,61.0,3.0
25,0.11888888888888886,644.4444444444445,60.0,2.0,71.0,47.0
26,0.11888888888888886,733.3333333333333,42.0,2.0,64.0,8.0
27,0.11888888888888886,822.2222222222222,53.0,2.0,57.0,5.0
28,0.11888888888888886,911.1111111111111,41.0,7.0,52.0,7.0
29,0.11888888888888886,1000.0,65.0,2.0,58.0,3.0
30,0.13444444444444442,200.0,51.0,2.0,30.0,-999.0
31,0.13444444444444442,288.8888888888889,30.0,-999.0,29.0,-999.0
32,0.13444444444444442,377.77777777777777,41.0,6.0,71.0,18.0
33,0.13444444444444442,466.66666666666663,46.0,3.0,47.0,6.0
34,0.13444444444444442,555.5555555555555,40.0,2.0,58.0,13.0
35,0.13444444444444442,644.4444444444445,37.0,5.0,65.0,5.0
36,0.13444444444444442,733.3333333333333,33.0,4.0,71.0,2.0
37,0.13444444444444442,822.2222222222222,59.0,2.0,64.0,12.0
38,0.13444444444444442,911.1111111111111,57.0,2.0,58.0,6.0
39,0.13444444444444442,1000.0,55.0,1.0,66.0,6.0
40,0.15,200.0,44.0,3.0,37.0,-999.0
41,0.15,288.8888888888889,30.0,-999.0,6.0,-999.0
42,0.15,377.77777777777777,36.0,4.0,8.0,-999.0
43,0.15,466.66666666666663,51.0,3.0,66.0,12.0
44,0.15,555.5555555555555,33.0,3.0,48.0,57.0
45,0.15,644.4444444444445,50.0,2.0,60.0,6.0
46,0.15,733.3333333333333,33.0,9.0,56.0,4.0
47,0.15,822.2222222222222,53.0,2.0,41.0,5.0
48,0.15,911.1111111111111,36.0,3.0,66.0,3.0
49,0.15,1000.0,46.0,2.0,64.0,4.0
50,0.01,200.0,50.0,12.0,0.0,-999.0
51,0.01,288.8888888888889,50.0,2.0,26.0,11.0
52,0.01,377.77777777777777,39.0,2.0,62.0,3.0
53,0.01,466.66666666666663,42.0,4.0,17.0,4.0
54,0.01,555.5555555555555,33.0,3.0,52.0,3.0
55,0.01,644.4444444444445,59.0,2.0,46.0,15.0
56,0.01,733.3333333333333,48.0,5.0,55.0,34.0
57,0.01,822.2222222222222,56.0,2.0,36.0,9.0
58,0.01,911.1111111111111,50.0,2.0,50.0,3.0
59,0.01,1000.0,55.0,2.0,56.0,4.0
