,mortality_decrease,movement_energy,corridor_netws,corridor_year,buffer_netws,buffer_year
0,0.01,200.0,29.0,4.0,0.0,-999.0
1,0.01,288.8888888888889,56.0,2.0,38.0,5.0
2,0.01,377.77777777777777,39.0,2.0,28.0,3.0
3,0.01,466.66666666666663,50.0,2.0,7.0,95.0
4,0.01,555.5555555555555,40.0,3.0,43.0,4.0
5,0.01,644.4444444444445,50.0,2.0,52.0,54.0
6,0.01,733.3333333333333,45.0,8.0,42.0,9.0
7,0.01,822.2222222222222,54.0,5.0,32.0,18.0
8,0.01,911.1111111111111,39.0,2.0,46.0,29.0
9,0.01,1000.0,46.0,3.0,49.0,3.0
10,0.025555555555555554,200.0,50.0,2.0,0.0,-999.0
11,0.025555555555555554,288.8888888888889,34.0,3.0,57.0,2.0
12,0.025555555555555554,377.77777777777777,45.0,3.0,28.0,-999.0
13,0.025555555555555554,466.66666666666663,54.0,2.0,32.0,69.0
14,0.025555555555555554,555.5555555555555,45.0,86.0,19.0,-999.0
15,0.025555555555555554,644.4444444444445,30.0,-999.0,22.0,-999.0
16,0.025555555555555554,733.3333333333333,49.0,2.0,55.0,4.0
17,0.025555555555555554,822.2222222222222,58.0,1.0,35.0,9.0
18,0.025555555555555554,911.1111111111111,47.0,4.0,51.0,7.0
19,0.025555555555555554,1000.0,68.0,2.0,50.0,4.0
20,0.041111111111111105,200.0,61.0,5.0,0.0,-999.0
21,0.041111111111111105,288.8888888888889,44.0,5.0,24.0,-999.0
22,0.041111111111111105,377.77777777777777,27.0,3.0,46.0,10.0
23,0.041111111111111105,466.66666666666663,60.0,2.0,63.0,8.0
24,0.041111111111111105,555.5555555555555,37.0,3.0,43.0,53.0
25,0.041111111111111105,644.4444444444445,53.0,2.0,46.0,3.0
26,0.041111111111111105,733.3333333333333,32.0,4.0,50.0,7.0
27,0.041111111111111105,822.2222222222222,53.0,35.0,34.0,25.0
28,0.041111111111111105,911.1111111111111,45.0,3.0,59.0,22.0
29,0.041111111111111105,1000.0,58.0,3.0,49.0,8.0
30,0.056666666666666664,200.0,32.0,2.0,8.0,-999.0
31,0.056666666666666664,288.8888888888889,57.0,2.0,46.0,2.0
32,0.056666666666666664,377.77777777777777,30.0,-999.0,29.0,-999.0
33,0.056666666666666664,466.66666666666663,46.0,3.0,8.0,-999.0
34,0.056666666666666664,555.5555555555555,19.0,2.0,38.0,3.0
35,0.056666666666666664,644.4444444444445,62.0,2.0,58.0,17.0
36,0.056666666666666664,733.3333333333333,50.0,2.0,51.0,4.0
37,0.056666666666666664,822.2222222222222,30.0,-999.0,45.0,106.0
38,0.056666666666666664,911.1111111111111,31.0,2.0,51.0,5.0
39,0.056666666666666664,1000.0,57.0,2.0,55.0,3.0
40,0.07222222222222222,200.0,40.0,6.0,0.0,-999.0
41,0.07222222222222222,288.8888888888889,67.0,2.0,26.0,-999.0
42,0.07222222222222222,377.77777777777777,44.0,3.0,53.0,2.0
43,0.07222222222222222,466.66666666666663,53.0,2.0,43.0,-999.0
44,0.07222222222222222,555.5555555555555,30.0,3.0,70.0,12.0
45,0.07222222222222222,644.4444444444445,64.0,2.0,52.0,10.0
46,0.07222222222222222,733.3333333333333,27.0,4.0,61.0,2.0
