,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor,mean_newts_buffer,mean_ponds_buffer,mean_newts_corridor,mean_ponds_corridor
0,28.0,22.0,5.0,3.0,33.36363636363637,5.0,23.272727272727273,4.181818181818182
1,58.0,52.0,6.0,6.0,56.09090909090909,6.0,48.90909090909091,6.090909090909091
2,11.0,0.0,2.0,0.0,13.0,2.0,3.6363636363636362,0.6363636363636364
3,20.0,7.0,3.0,2.0,19.727272727272727,3.0,14.090909090909092,2.909090909090909
4,21.0,7.0,5.0,3.0,26.0,4.909090909090909,14.272727272727273,3.090909090909091
5,0.0,4.0,0.0,1.0,10.363636363636363,1.7272727272727273,10.363636363636363,1.5454545454545454
6,41.0,27.0,7.0,6.0,37.81818181818182,6.363636363636363,32.63636363636363,6.363636363636363
7,19.0,6.0,3.0,1.0,19.636363636363637,3.0,12.545454545454545,2.4545454545454546
8,1.0,7.0,1.0,2.0,4.7272727272727275,1.0,12.0,2.4545454545454546
9,51.0,44.0,7.0,7.0,45.36363636363637,5.818181818181818,40.90909090909091,6.363636363636363
10,32.0,33.0,7.0,7.0,43.36363636363637,6.818181818181818,33.54545454545455,5.7272727272727275
11,29.0,39.0,5.0,7.0,42.36363636363637,5.818181818181818,31.727272727272727,5.909090909090909
12,64.0,13.0,7.0,2.0,57.90909090909091,7.0,22.454545454545453,3.1818181818181817
13,43.0,24.0,6.0,4.0,45.72727272727273,5.454545454545454,27.636363636363637,4.818181818181818
14,25.0,14.0,4.0,2.0,24.181818181818183,3.5454545454545454,13.090909090909092,2.3636363636363638
15,58.0,7.0,7.0,2.0,50.72727272727273,6.545454545454546,18.454545454545453,3.272727272727273
16,78.0,19.0,7.0,3.0,68.0,7.0,19.727272727272727,3.6363636363636362
17,85.0,52.0,7.0,6.0,82.27272727272727,7.0,35.72727272727273,5.818181818181818
18,22.0,2.0,4.0,1.0,27.545454545454547,4.0,9.909090909090908,2.3636363636363638
