,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,19.0,1.0,2.0,1.0
1,14.0,0.0,3.0,0.0
2,0.0,0.0,0.0,0.0
3,18.0,0.0,2.0,0.0
4,48.0,14.0,5.0,3.0
5,47.0,17.0,5.0,3.0
6,66.0,0.0,6.0,0.0
7,15.0,11.0,2.0,2.0
8,0.0,0.0,0.0,0.0
9,49.0,0.0,5.0,0.0
10,46.0,0.0,5.0,0.0
11,29.0,0.0,5.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,2.0,0.0,1.0
19,14.0,0.0,2.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,126.0,132.0,7.0,7.0
25,121.0,89.0,7.0,7.0
26,92.0,94.0,7.0,7.0
27,99.0,92.0,7.0,7.0
28,111.0,81.0,7.0,6.0
29,118.0,87.0,7.0,6.0
30,128.0,129.0,7.0,7.0
31,118.0,96.0,7.0,7.0
32,127.0,94.0,7.0,7.0
33,154.0,114.0,7.0,6.0
34,122.0,97.0,7.0,7.0
35,148.0,128.0,7.0,7.0
36,56.0,92.0,6.0,7.0
37,121.0,90.0,7.0,6.0
38,69.0,110.0,7.0,7.0
39,100.0,63.0,7.0,7.0
40,96.0,79.0,7.0,6.0
41,33.0,72.0,4.0,7.0
42,118.0,72.0,7.0,6.0
43,67.0,73.0,7.0,7.0
44,41.0,9.0,5.0,1.0
45,112.0,74.0,7.0,7.0
46,80.0,51.0,7.0,7.0
47,69.0,72.0,6.0,7.0
48,81.0,87.0,7.0,7.0
49,75.0,92.0,7.0,7.0
50,35.0,38.0,5.0,7.0
51,86.0,89.0,7.0,7.0
52,103.0,76.0,7.0,7.0
53,91.0,73.0,7.0,6.0
54,99.0,99.0,7.0,7.0
55,99.0,95.0,7.0,7.0
56,76.0,91.0,6.0,7.0
57,82.0,62.0,7.0,6.0
58,94.0,91.0,7.0,7.0
59,93.0,88.0,7.0,7.0
60,17.0,7.0,4.0,2.0
61,57.0,27.0,7.0,4.0
62,18.0,25.0,3.0,4.0
63,17.0,2.0,3.0,1.0
64,20.0,17.0,5.0,3.0
65,20.0,27.0,4.0,4.0
66,17.0,1.0,3.0,1.0
67,22.0,23.0,5.0,5.0
68,23.0,28.0,4.0,5.0
69,15.0,1.0,2.0,1.0
70,10.0,13.0,1.0,2.0
71,0.0,19.0,0.0,3.0
72,91.0,36.0,6.0,4.0
73,107.0,56.0,7.0,6.0
74,31.0,6.0,3.0,2.0
75,40.0,18.0,4.0,2.0
76,127.0,112.0,7.0,7.0
77,103.0,65.0,7.0,6.0
78,86.0,39.0,7.0,6.0
79,99.0,55.0,7.0,6.0
80,119.0,35.0,7.0,3.0
81,84.0,97.0,6.0,7.0
82,63.0,64.0,6.0,7.0
83,69.0,46.0,7.0,5.0
84,60.0,49.0,6.0,6.0
85,130.0,86.0,7.0,7.0
86,80.0,67.0,6.0,5.0
87,47.0,16.0,7.0,4.0
88,96.0,55.0,7.0,6.0
89,70.0,65.0,7.0,7.0
90,71.0,61.0,7.0,7.0
91,65.0,28.0,7.0,4.0
92,68.0,45.0,6.0,7.0
93,81.0,30.0,7.0,5.0
94,63.0,81.0,7.0,7.0
95,100.0,73.0,7.0,6.0
96,26.0,28.0,6.0,5.0
97,27.0,32.0,4.0,6.0
98,61.0,53.0,7.0,6.0
99,21.0,29.0,5.0,4.0
100,42.0,38.0,6.0,7.0
101,31.0,51.0,6.0,6.0
102,52.0,41.0,7.0,7.0
103,3.0,43.0,1.0,6.0
104,37.0,52.0,7.0,7.0
105,17.0,30.0,3.0,6.0
106,34.0,40.0,4.0,7.0
107,27.0,42.0,5.0,7.0
108,55.0,57.0,6.0,7.0
109,34.0,35.0,6.0,6.0
110,51.0,63.0,5.0,7.0
111,42.0,50.0,5.0,7.0
112,32.0,24.0,4.0,4.0
113,34.0,51.0,4.0,6.0
114,42.0,32.0,6.0,3.0
115,37.0,46.0,4.0,6.0
116,64.0,57.0,6.0,7.0
117,63.0,23.0,6.0,4.0
118,55.0,60.0,6.0,6.0
119,34.0,50.0,5.0,6.0
