,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,38.0,54.0,5.0,7.0
1,57.0,33.0,6.0,6.0
2,101.0,60.0,7.0,7.0
3,13.0,8.0,3.0,2.0
4,60.0,41.0,7.0,6.0
5,47.0,42.0,7.0,6.0
6,54.0,32.0,7.0,5.0
7,38.0,35.0,4.0,5.0
8,43.0,45.0,5.0,6.0
9,54.0,55.0,5.0,7.0
10,47.0,38.0,7.0,5.0
11,45.0,43.0,7.0,7.0
12,39.0,3.0,5.0,1.0
13,12.0,0.0,2.0,0.0
14,89.0,78.0,7.0,7.0
15,50.0,21.0,6.0,5.0
16,33.0,22.0,6.0,4.0
17,67.0,0.0,6.0,0.0
18,23.0,15.0,2.0,3.0
19,55.0,12.0,7.0,3.0
20,8.0,9.0,2.0,1.0
21,26.0,27.0,3.0,4.0
22,39.0,0.0,7.0,0.0
23,5.0,1.0,2.0,1.0
24,118.0,145.0,7.0,7.0
25,110.0,114.0,7.0,7.0
26,45.0,50.0,7.0,7.0
27,68.0,93.0,7.0,7.0
28,119.0,139.0,7.0,7.0
29,123.0,124.0,7.0,7.0
30,147.0,99.0,7.0,7.0
31,92.0,116.0,7.0,7.0
32,118.0,131.0,7.0,7.0
33,106.0,102.0,7.0,7.0
34,141.0,108.0,7.0,7.0
35,132.0,153.0,7.0,7.0
36,16.0,0.0,3.0,0.0
37,0.0,73.0,0.0,6.0
38,37.0,58.0,7.0,7.0
39,13.0,6.0,2.0,2.0
40,0.0,6.0,0.0,1.0
41,10.0,16.0,1.0,2.0
42,0.0,23.0,0.0,4.0
43,17.0,24.0,3.0,3.0
44,14.0,0.0,3.0,0.0
45,2.0,0.0,1.0,0.0
46,0.0,5.0,0.0,1.0
47,3.0,9.0,2.0,3.0
48,32.0,63.0,5.0,7.0
49,40.0,51.0,5.0,7.0
50,60.0,84.0,5.0,7.0
51,82.0,54.0,7.0,6.0
52,53.0,49.0,5.0,7.0
53,39.0,52.0,5.0,6.0
54,51.0,68.0,5.0,7.0
55,57.0,52.0,7.0,6.0
56,45.0,65.0,5.0,7.0
57,44.0,58.0,5.0,7.0
58,52.0,51.0,6.0,6.0
59,44.0,59.0,5.0,7.0
60,88.0,95.0,6.0,7.0
61,69.0,61.0,7.0,7.0
62,96.0,84.0,6.0,6.0
63,109.0,115.0,7.0,7.0
64,70.0,90.0,5.0,7.0
65,100.0,99.0,6.0,7.0
66,106.0,101.0,6.0,7.0
67,60.0,96.0,4.0,7.0
68,107.0,114.0,7.0,7.0
69,103.0,88.0,7.0,7.0
70,80.0,78.0,5.0,7.0
71,67.0,99.0,6.0,7.0
72,24.0,30.0,3.0,5.0
73,45.0,26.0,5.0,4.0
74,2.0,0.0,1.0,0.0
75,79.0,80.0,7.0,7.0
76,11.0,8.0,1.0,2.0
77,60.0,36.0,5.0,4.0
78,12.0,2.0,3.0,1.0
79,38.0,38.0,6.0,5.0
80,36.0,38.0,3.0,4.0
81,21.0,42.0,5.0,5.0
82,24.0,43.0,6.0,5.0
83,24.0,33.0,4.0,4.0
84,0.0,0.0,0.0,0.0
85,27.0,47.0,5.0,6.0
86,6.0,0.0,1.0,0.0
87,0.0,21.0,0.0,4.0
88,8.0,0.0,2.0,0.0
89,11.0,7.0,4.0,3.0
90,0.0,12.0,0.0,2.0
91,22.0,5.0,3.0,2.0
92,6.0,0.0,1.0,0.0
93,16.0,0.0,4.0,0.0
94,18.0,6.0,3.0,1.0
95,14.0,6.0,3.0,2.0
96,37.0,45.0,6.0,7.0
97,44.0,32.0,6.0,7.0
98,153.0,152.0,7.0,7.0
99,17.0,14.0,4.0,5.0
100,27.0,35.0,5.0,6.0
101,34.0,29.0,6.0,4.0
102,42.0,24.0,6.0,5.0
103,34.0,34.0,5.0,6.0
104,34.0,29.0,6.0,7.0
105,18.0,35.0,4.0,7.0
106,13.0,37.0,3.0,6.0
107,42.0,35.0,6.0,6.0
108,116.0,117.0,6.0,7.0
109,20.0,31.0,3.0,6.0
110,165.0,122.0,7.0,7.0
111,136.0,103.0,7.0,6.0
112,118.0,126.0,7.0,7.0
113,143.0,136.0,7.0,7.0
114,137.0,116.0,7.0,7.0
115,120.0,116.0,7.0,7.0
116,128.0,132.0,7.0,7.0
117,160.0,98.0,7.0,7.0
118,128.0,131.0,7.0,7.0
119,118.0,136.0,7.0,7.0
