,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,101.0,70.0,7.0,7.0
1,90.0,68.0,7.0,6.0
2,104.0,73.0,7.0,7.0
3,58.0,17.0,6.0,2.0
4,94.0,79.0,7.0,7.0
5,88.0,72.0,7.0,7.0
6,82.0,84.0,7.0,7.0
7,102.0,53.0,7.0,7.0
8,102.0,93.0,7.0,7.0
9,81.0,31.0,7.0,4.0
10,56.0,67.0,4.0,7.0
11,97.0,70.0,7.0,7.0
12,7.0,0.0,2.0,0.0
13,0.0,0.0,0.0,0.0
14,12.0,0.0,2.0,0.0
15,14.0,0.0,3.0,0.0
16,0.0,0.0,0.0,0.0
17,17.0,0.0,3.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,17.0,0.0,4.0,0.0
22,0.0,0.0,0.0,0.0
23,2.0,0.0,1.0,0.0
24,36.0,5.0,7.0,2.0
25,34.0,11.0,4.0,3.0
26,33.0,3.0,5.0,1.0
27,71.0,87.0,7.0,7.0
28,15.0,0.0,2.0,0.0
29,12.0,14.0,2.0,3.0
30,16.0,4.0,2.0,1.0
31,34.0,4.0,4.0,1.0
32,35.0,9.0,5.0,3.0
33,31.0,4.0,4.0,1.0
34,11.0,7.0,1.0,2.0
35,48.0,8.0,5.0,2.0
36,2.0,33.0,1.0,4.0
37,25.0,30.0,3.0,4.0
38,0.0,0.0,0.0,0.0
39,50.0,33.0,6.0,5.0
40,14.0,13.0,2.0,4.0
41,28.0,1.0,4.0,1.0
42,32.0,24.0,3.0,4.0
43,25.0,12.0,5.0,1.0
44,18.0,13.0,3.0,2.0
45,21.0,29.0,4.0,4.0
46,21.0,8.0,2.0,3.0
47,20.0,21.0,3.0,3.0
48,116.0,104.0,7.0,7.0
49,122.0,99.0,7.0,7.0
50,95.0,93.0,7.0,7.0
51,77.0,71.0,7.0,6.0
52,148.0,119.0,7.0,6.0
53,116.0,113.0,7.0,7.0
54,134.0,129.0,7.0,7.0
55,140.0,96.0,7.0,6.0
56,136.0,110.0,7.0,7.0
57,122.0,114.0,7.0,6.0
58,129.0,137.0,7.0,7.0
59,106.0,120.0,7.0,7.0
60,121.0,43.0,7.0,6.0
61,142.0,60.0,7.0,6.0
62,142.0,114.0,7.0,7.0
63,78.0,18.0,7.0,2.0
64,89.0,72.0,7.0,7.0
65,93.0,64.0,7.0,7.0
66,90.0,73.0,7.0,7.0
67,88.0,33.0,7.0,5.0
68,105.0,68.0,7.0,7.0
69,100.0,60.0,7.0,7.0
70,113.0,54.0,7.0,6.0
71,101.0,70.0,7.0,6.0
72,5.0,24.0,2.0,5.0
73,19.0,19.0,4.0,5.0
74,26.0,46.0,3.0,7.0
75,32.0,27.0,5.0,5.0
76,3.0,27.0,1.0,4.0
77,10.0,28.0,2.0,7.0
78,18.0,16.0,3.0,5.0
79,4.0,23.0,1.0,6.0
80,28.0,9.0,4.0,2.0
81,7.0,6.0,2.0,1.0
82,0.0,33.0,0.0,7.0
83,12.0,21.0,3.0,5.0
84,58.0,49.0,6.0,7.0
85,25.0,0.0,4.0,0.0
86,69.0,34.0,6.0,7.0
87,70.0,60.0,7.0,6.0
88,66.0,41.0,7.0,5.0
89,52.0,31.0,4.0,5.0
90,79.0,72.0,7.0,7.0
91,29.0,30.0,3.0,6.0
92,72.0,70.0,6.0,7.0
93,48.0,37.0,6.0,5.0
94,78.0,11.0,7.0,3.0
95,62.0,47.0,5.0,6.0
96,126.0,90.0,7.0,7.0
97,109.0,94.0,7.0,6.0
98,126.0,131.0,7.0,7.0
99,0.0,0.0,0.0,0.0
100,123.0,74.0,7.0,7.0
101,116.0,90.0,7.0,7.0
102,127.0,111.0,7.0,7.0
103,124.0,95.0,7.0,6.0
104,94.0,100.0,6.0,7.0
105,137.0,125.0,7.0,7.0
106,123.0,106.0,7.0,7.0
107,122.0,79.0,7.0,6.0
108,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0
110,161.0,155.0,7.0,7.0
111,0.0,0.0,0.0,0.0
112,5.0,0.0,1.0,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,37.0,15.0,4.0,3.0
116,5.0,0.0,1.0,0.0
117,0.0,0.0,0.0,0.0
118,6.0,6.0,1.0,2.0
119,0.0,0.0,0.0,0.0
