,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,68.0,40.0,7.0,5.0
1,75.0,46.0,6.0,6.0
2,113.0,118.0,7.0,7.0
3,16.0,0.0,2.0,0.0
4,97.0,74.0,7.0,7.0
5,71.0,34.0,7.0,5.0
6,69.0,59.0,6.0,7.0
7,73.0,66.0,7.0,7.0
8,69.0,18.0,6.0,4.0
9,76.0,78.0,7.0,7.0
10,91.0,45.0,7.0,7.0
11,67.0,50.0,7.0,7.0
12,10.0,0.0,2.0,0.0
13,2.0,0.0,1.0,0.0
14,135.0,130.0,7.0,7.0
15,45.0,3.0,5.0,1.0
16,31.0,0.0,6.0,0.0
17,0.0,23.0,0.0,3.0
18,0.0,7.0,0.0,1.0
19,73.0,0.0,7.0,0.0
20,20.0,0.0,2.0,0.0
21,43.0,3.0,5.0,1.0
22,3.0,3.0,1.0,1.0
23,6.0,5.0,1.0,1.0
24,16.0,35.0,2.0,4.0
25,43.0,61.0,4.0,6.0
26,28.0,10.0,3.0,3.0
27,69.0,113.0,5.0,6.0
28,0.0,0.0,0.0,0.0
29,62.0,41.0,4.0,3.0
30,2.0,36.0,1.0,3.0
31,29.0,54.0,2.0,5.0
32,89.0,66.0,5.0,5.0
33,20.0,43.0,2.0,5.0
34,71.0,74.0,5.0,7.0
35,33.0,19.0,3.0,3.0
36,15.0,50.0,2.0,7.0
37,116.0,88.0,7.0,7.0
38,15.0,2.0,2.0,1.0
39,85.0,72.0,7.0,7.0
40,28.0,24.0,3.0,4.0
41,38.0,45.0,4.0,7.0
42,30.0,51.0,5.0,7.0
43,17.0,38.0,3.0,5.0
44,44.0,31.0,4.0,6.0
45,35.0,46.0,4.0,7.0
46,39.0,21.0,6.0,3.0
47,60.0,60.0,6.0,7.0
48,73.0,56.0,7.0,7.0
49,57.0,55.0,7.0,7.0
50,79.0,93.0,7.0,7.0
51,34.0,73.0,5.0,7.0
52,58.0,58.0,7.0,7.0
53,35.0,72.0,6.0,7.0
54,20.0,59.0,3.0,7.0
55,53.0,64.0,7.0,6.0
56,51.0,66.0,7.0,7.0
57,43.0,13.0,6.0,2.0
58,18.0,47.0,4.0,6.0
59,26.0,59.0,3.0,7.0
60,90.0,79.0,7.0,7.0
61,48.0,54.0,6.0,7.0
62,76.0,85.0,7.0,7.0
63,59.0,60.0,7.0,7.0
64,61.0,73.0,5.0,7.0
65,63.0,83.0,6.0,7.0
66,72.0,75.0,7.0,7.0
67,88.0,47.0,7.0,6.0
68,76.0,97.0,7.0,7.0
69,81.0,88.0,7.0,7.0
70,93.0,60.0,7.0,7.0
71,82.0,85.0,7.0,7.0
72,103.0,52.0,7.0,6.0
73,119.0,78.0,7.0,6.0
74,21.0,0.0,3.0,0.0
75,112.0,53.0,7.0,6.0
76,76.0,31.0,6.0,5.0
77,111.0,36.0,7.0,5.0
78,115.0,79.0,6.0,7.0
79,114.0,78.0,7.0,7.0
80,101.0,66.0,7.0,7.0
81,104.0,75.0,7.0,7.0
82,107.0,71.0,7.0,7.0
83,113.0,90.0,7.0,7.0
84,9.0,0.0,3.0,0.0
85,62.0,22.0,4.0,3.0
86,6.0,0.0,1.0,0.0
87,2.0,10.0,1.0,2.0
88,0.0,0.0,0.0,0.0
89,1.0,0.0,1.0,0.0
90,0.0,0.0,0.0,0.0
91,5.0,0.0,2.0,0.0
92,0.0,0.0,0.0,0.0
93,4.0,0.0,1.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,14.0,16.0,2.0,3.0
97,20.0,8.0,3.0,2.0
98,71.0,81.0,6.0,6.0
99,0.0,0.0,0.0,0.0
100,8.0,0.0,2.0,0.0
101,2.0,0.0,1.0,0.0
102,0.0,9.0,0.0,2.0
103,11.0,0.0,2.0,0.0
104,21.0,1.0,4.0,1.0
105,15.0,13.0,2.0,3.0
106,7.0,16.0,2.0,3.0
107,14.0,0.0,4.0,0.0
108,122.0,73.0,7.0,7.0
109,14.0,4.0,3.0,1.0
110,123.0,88.0,7.0,7.0
111,87.0,54.0,7.0,6.0
112,114.0,74.0,7.0,6.0
113,108.0,57.0,7.0,7.0
114,131.0,70.0,7.0,6.0
115,137.0,62.0,7.0,6.0
116,127.0,62.0,7.0,6.0
117,135.0,57.0,7.0,5.0
118,113.0,72.0,7.0,7.0
119,111.0,62.0,7.0,7.0
