,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,21.0,27.0,5.0,5.0
1,27.0,37.0,6.0,6.0
2,23.0,22.0,5.0,5.0
3,0.0,0.0,0.0,0.0
4,34.0,32.0,5.0,4.0
5,7.0,22.0,1.0,5.0
6,7.0,37.0,2.0,5.0
7,9.0,33.0,2.0,6.0
8,61.0,5.0,7.0,2.0
9,16.0,0.0,5.0,0.0
10,9.0,18.0,2.0,5.0
11,29.0,37.0,4.0,6.0
12,32.0,3.0,5.0,1.0
13,19.0,2.0,4.0,1.0
14,39.0,13.0,5.0,3.0
15,16.0,0.0,3.0,0.0
16,14.0,0.0,2.0,0.0
17,7.0,15.0,1.0,2.0
18,17.0,0.0,3.0,0.0
19,10.0,0.0,1.0,0.0
20,45.0,32.0,5.0,6.0
21,20.0,15.0,5.0,2.0
22,6.0,0.0,1.0,0.0
23,6.0,0.0,1.0,0.0
24,30.0,6.0,4.0,2.0
25,39.0,5.0,6.0,1.0
26,55.0,14.0,6.0,1.0
27,158.0,128.0,7.0,7.0
28,55.0,21.0,6.0,4.0
29,56.0,12.0,6.0,2.0
30,58.0,0.0,6.0,0.0
31,55.0,16.0,5.0,3.0
32,3.0,4.0,1.0,1.0
33,56.0,35.0,5.0,7.0
34,76.0,0.0,7.0,0.0
35,15.0,7.0,3.0,1.0
36,107.0,144.0,7.0,7.0
37,139.0,133.0,7.0,7.0
38,6.0,9.0,2.0,3.0
39,120.0,150.0,7.0,7.0
40,131.0,148.0,7.0,7.0
41,135.0,141.0,7.0,7.0
42,139.0,117.0,7.0,6.0
43,146.0,148.0,7.0,7.0
44,116.0,145.0,7.0,7.0
45,112.0,130.0,7.0,7.0
46,119.0,121.0,7.0,7.0
47,114.0,147.0,7.0,7.0
48,67.0,22.0,6.0,3.0
49,90.0,56.0,7.0,6.0
50,11.0,12.0,2.0,3.0
51,19.0,0.0,4.0,0.0
52,89.0,96.0,7.0,7.0
53,85.0,68.0,7.0,7.0
54,77.0,22.0,7.0,3.0
55,78.0,40.0,6.0,5.0
56,25.0,52.0,4.0,6.0
57,99.0,76.0,6.0,6.0
58,88.0,77.0,7.0,7.0
59,79.0,41.0,7.0,5.0
60,9.0,0.0,2.0,0.0
61,42.0,46.0,4.0,6.0
62,23.0,44.0,5.0,7.0
63,0.0,0.0,0.0,0.0
64,0.0,16.0,0.0,5.0
65,0.0,5.0,0.0,2.0
66,0.0,6.0,0.0,1.0
67,22.0,15.0,4.0,5.0
68,3.0,3.0,1.0,1.0
69,0.0,8.0,0.0,2.0
70,0.0,4.0,0.0,1.0
71,18.0,0.0,4.0,0.0
72,131.0,66.0,7.0,7.0
73,27.0,76.0,2.0,5.0
74,51.0,66.0,7.0,7.0
75,142.0,155.0,7.0,7.0
76,69.0,59.0,7.0,5.0
77,136.0,121.0,7.0,7.0
78,95.0,68.0,5.0,5.0
79,95.0,90.0,6.0,6.0
80,113.0,102.0,7.0,7.0
81,112.0,111.0,7.0,7.0
82,126.0,116.0,7.0,7.0
83,93.0,70.0,7.0,7.0
84,96.0,110.0,7.0,7.0
85,156.0,145.0,7.0,7.0
86,68.0,65.0,7.0,7.0
87,122.0,90.0,7.0,7.0
88,88.0,80.0,7.0,7.0
89,90.0,81.0,7.0,7.0
90,108.0,79.0,7.0,7.0
91,89.0,62.0,7.0,6.0
92,115.0,91.0,7.0,7.0
93,83.0,93.0,7.0,7.0
94,108.0,87.0,7.0,7.0
95,117.0,84.0,7.0,7.0
96,18.0,34.0,4.0,7.0
97,13.0,38.0,2.0,6.0
98,96.0,97.0,5.0,7.0
99,0.0,0.0,0.0,0.0
100,19.0,38.0,3.0,7.0
101,7.0,27.0,1.0,6.0
102,15.0,33.0,2.0,7.0
103,20.0,31.0,3.0,6.0
104,24.0,35.0,5.0,6.0
105,4.0,27.0,1.0,5.0
106,5.0,28.0,1.0,6.0
107,4.0,24.0,2.0,6.0
108,37.0,12.0,3.0,2.0
109,0.0,0.0,0.0,0.0
110,108.0,112.0,6.0,7.0
111,28.0,0.0,3.0,0.0
112,39.0,11.0,5.0,1.0
113,37.0,6.0,6.0,2.0
114,30.0,1.0,3.0,1.0
115,3.0,5.0,1.0,1.0
116,46.0,37.0,5.0,3.0
117,43.0,8.0,4.0,1.0
118,45.0,0.0,4.0,0.0
119,48.0,25.0,5.0,4.0
