,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,76.0,28.0,7.0,5.0
1,54.0,46.0,6.0,7.0
2,72.0,26.0,7.0,4.0
3,21.0,0.0,5.0,0.0
4,58.0,35.0,6.0,5.0
5,66.0,52.0,7.0,6.0
6,63.0,34.0,6.0,4.0
7,76.0,32.0,7.0,5.0
8,55.0,42.0,7.0,5.0
9,74.0,69.0,7.0,7.0
10,84.0,54.0,7.0,7.0
11,75.0,28.0,6.0,5.0
12,17.0,9.0,4.0,3.0
13,13.0,11.0,3.0,1.0
14,79.0,36.0,7.0,5.0
15,35.0,6.0,4.0,2.0
16,14.0,0.0,2.0,0.0
17,8.0,0.0,1.0,0.0
18,8.0,0.0,1.0,0.0
19,12.0,3.0,3.0,1.0
20,19.0,0.0,3.0,0.0
21,2.0,0.0,1.0,0.0
22,0.0,0.0,0.0,0.0
23,1.0,0.0,1.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,46.0,93.0,3.0,6.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,3.0,0.0,1.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,10.0,0.0,1.0,0.0
37,13.0,10.0,2.0,1.0
38,0.0,0.0,0.0,0.0
39,15.0,24.0,2.0,3.0
40,8.0,12.0,1.0,3.0
41,3.0,17.0,1.0,2.0
42,9.0,0.0,1.0,0.0
43,42.0,15.0,3.0,2.0
44,22.0,68.0,3.0,6.0
45,10.0,0.0,1.0,0.0
46,23.0,0.0,3.0,0.0
47,21.0,1.0,2.0,1.0
48,10.0,1.0,2.0,1.0
49,11.0,22.0,3.0,5.0
50,83.0,93.0,6.0,6.0
51,4.0,0.0,1.0,0.0
52,23.0,27.0,6.0,5.0
53,20.0,10.0,4.0,3.0
54,6.0,8.0,1.0,2.0
55,0.0,13.0,0.0,2.0
56,13.0,0.0,3.0,0.0
57,1.0,5.0,1.0,2.0
58,1.0,12.0,1.0,3.0
59,6.0,11.0,2.0,3.0
60,46.0,53.0,5.0,6.0
61,3.0,0.0,1.0,0.0
62,125.0,106.0,7.0,7.0
63,9.0,0.0,3.0,0.0
64,50.0,34.0,5.0,5.0
65,65.0,53.0,6.0,7.0
66,73.0,46.0,6.0,6.0
67,36.0,54.0,6.0,7.0
68,29.0,46.0,5.0,5.0
69,53.0,29.0,6.0,7.0
70,45.0,23.0,5.0,5.0
71,53.0,34.0,6.0,5.0
72,42.0,15.0,4.0,4.0
73,69.0,0.0,6.0,0.0
74,49.0,8.0,6.0,2.0
75,94.0,86.0,7.0,7.0
76,26.0,6.0,3.0,2.0
77,51.0,0.0,7.0,0.0
78,58.0,14.0,6.0,3.0
79,31.0,0.0,3.0,0.0
80,66.0,24.0,7.0,3.0
81,41.0,10.0,5.0,1.0
82,38.0,18.0,5.0,4.0
83,58.0,12.0,5.0,3.0
84,43.0,5.0,6.0,1.0
85,84.0,24.0,7.0,3.0
86,18.0,0.0,3.0,0.0
87,62.0,38.0,6.0,5.0
88,55.0,26.0,6.0,5.0
89,48.0,6.0,5.0,2.0
90,52.0,32.0,6.0,4.0
91,24.0,12.0,4.0,3.0
92,56.0,23.0,6.0,6.0
93,60.0,15.0,6.0,3.0
94,31.0,27.0,4.0,5.0
95,43.0,15.0,5.0,2.0
96,32.0,4.0,3.0,1.0
97,28.0,12.0,3.0,3.0
98,109.0,76.0,6.0,6.0
99,2.0,0.0,1.0,0.0
100,18.0,0.0,3.0,0.0
101,14.0,18.0,2.0,4.0
102,41.0,10.0,4.0,1.0
103,25.0,5.0,3.0,2.0
104,29.0,14.0,4.0,3.0
105,49.0,39.0,7.0,7.0
106,39.0,36.0,7.0,7.0
107,29.0,11.0,3.0,2.0
108,83.0,60.0,7.0,7.0
109,32.0,3.0,5.0,1.0
110,157.0,144.0,7.0,7.0
111,135.0,0.0,7.0,0.0
112,109.0,44.0,7.0,6.0
113,105.0,59.0,7.0,6.0
114,112.0,14.0,7.0,2.0
115,91.0,37.0,6.0,5.0
116,46.0,8.0,6.0,2.0
117,74.0,25.0,5.0,4.0
118,102.0,61.0,7.0,7.0
119,114.0,0.0,7.0,0.0
