,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,65.0,70.0,6.0,7.0
1,74.0,62.0,7.0,7.0
2,55.0,44.0,7.0,7.0
3,36.0,46.0,6.0,7.0
4,64.0,66.0,7.0,7.0
5,64.0,47.0,7.0,7.0
6,61.0,37.0,7.0,5.0
7,75.0,79.0,7.0,7.0
8,82.0,55.0,7.0,7.0
9,61.0,48.0,7.0,6.0
10,54.0,53.0,6.0,7.0
11,62.0,57.0,6.0,7.0
12,56.0,32.0,6.0,6.0
13,77.0,23.0,7.0,4.0
14,51.0,47.0,6.0,7.0
15,54.0,37.0,7.0,6.0
16,50.0,22.0,6.0,4.0
17,57.0,32.0,7.0,5.0
18,46.0,27.0,7.0,4.0
19,18.0,20.0,3.0,5.0
20,45.0,24.0,6.0,3.0
21,43.0,36.0,7.0,5.0
22,67.0,41.0,7.0,6.0
23,27.0,28.0,5.0,6.0
24,103.0,141.0,6.0,7.0
25,115.0,115.0,7.0,7.0
26,105.0,98.0,7.0,7.0
27,103.0,106.0,6.0,6.0
28,114.0,111.0,7.0,7.0
29,128.0,105.0,7.0,7.0
30,143.0,112.0,7.0,7.0
31,159.0,130.0,7.0,7.0
32,138.0,117.0,7.0,7.0
33,87.0,81.0,6.0,6.0
34,120.0,120.0,6.0,7.0
35,115.0,139.0,6.0,7.0
36,72.0,62.0,6.0,5.0
37,108.0,95.0,6.0,7.0
38,133.0,41.0,7.0,6.0
39,121.0,79.0,7.0,6.0
40,119.0,47.0,7.0,5.0
41,125.0,42.0,7.0,4.0
42,78.0,58.0,7.0,4.0
43,93.0,59.0,7.0,6.0
44,142.0,108.0,7.0,7.0
45,99.0,79.0,7.0,7.0
46,97.0,73.0,6.0,6.0
47,95.0,44.0,7.0,4.0
48,56.0,64.0,7.0,7.0
49,50.0,45.0,7.0,7.0
50,91.0,74.0,7.0,7.0
51,63.0,68.0,6.0,7.0
52,64.0,57.0,7.0,7.0
53,65.0,62.0,7.0,7.0
54,81.0,58.0,7.0,6.0
55,63.0,41.0,7.0,6.0
56,58.0,69.0,7.0,7.0
57,70.0,56.0,7.0,6.0
58,72.0,60.0,7.0,7.0
59,43.0,37.0,6.0,5.0
60,86.0,79.0,7.0,7.0
61,89.0,64.0,7.0,7.0
62,96.0,35.0,7.0,6.0
63,104.0,91.0,7.0,7.0
64,97.0,86.0,7.0,7.0
65,98.0,49.0,7.0,5.0
66,74.0,80.0,7.0,7.0
67,80.0,79.0,7.0,7.0
68,112.0,62.0,7.0,6.0
69,102.0,74.0,7.0,7.0
70,89.0,82.0,7.0,7.0
71,94.0,75.0,7.0,7.0
72,17.0,0.0,3.0,0.0
73,27.0,12.0,4.0,3.0
74,13.0,29.0,1.0,5.0
75,24.0,43.0,4.0,3.0
76,44.0,12.0,5.0,2.0
77,45.0,8.0,6.0,1.0
78,36.0,4.0,5.0,1.0
79,4.0,9.0,2.0,1.0
80,37.0,17.0,4.0,3.0
81,13.0,29.0,3.0,4.0
82,23.0,0.0,4.0,0.0
83,27.0,12.0,5.0,2.0
84,96.0,95.0,6.0,6.0
85,66.0,69.0,7.0,6.0
86,65.0,48.0,5.0,6.0
87,102.0,91.0,7.0,7.0
88,110.0,81.0,7.0,6.0
89,108.0,100.0,7.0,7.0
90,101.0,96.0,7.0,6.0
91,106.0,100.0,7.0,7.0
92,108.0,94.0,7.0,7.0
93,89.0,83.0,6.0,7.0
94,111.0,71.0,7.0,7.0
95,95.0,97.0,7.0,7.0
96,30.0,47.0,6.0,7.0
97,20.0,12.0,3.0,3.0
98,65.0,40.0,7.0,6.0
99,11.0,0.0,3.0,0.0
100,42.0,53.0,7.0,7.0
101,5.0,16.0,1.0,4.0
102,32.0,27.0,5.0,3.0
103,28.0,22.0,4.0,6.0
104,18.0,24.0,3.0,4.0
105,36.0,43.0,6.0,6.0
106,32.0,38.0,5.0,6.0
107,45.0,26.0,7.0,6.0
108,30.0,49.0,3.0,7.0
109,11.0,24.0,1.0,5.0
110,37.0,61.0,6.0,7.0
111,6.0,14.0,1.0,4.0
112,39.0,56.0,6.0,7.0
113,37.0,41.0,5.0,6.0
114,27.0,35.0,4.0,7.0
115,34.0,36.0,5.0,6.0
116,8.0,35.0,1.0,6.0
117,0.0,31.0,0.0,5.0
118,25.0,43.0,3.0,6.0
119,3.0,40.0,1.0,6.0
