,newts_buffer,newts_corridor,ponds_buffer,ponds_corridor
0,13.0,0.0,1.0,0.0
1,0.0,0.0,0.0,0.0
2,4.0,0.0,1.0,0.0
3,27.0,58.0,2.0,6.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,6.0,0.0,1.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,119.0,70.0,7.0,6.0
13,90.0,48.0,7.0,6.0
14,47.0,0.0,6.0,0.0
15,145.0,106.0,7.0,7.0
16,108.0,101.0,7.0,7.0
17,133.0,78.0,7.0,6.0
18,104.0,78.0,7.0,7.0
19,98.0,92.0,6.0,7.0
20,121.0,99.0,7.0,6.0
21,108.0,83.0,6.0,7.0
22,105.0,97.0,6.0,7.0
23,131.0,98.0,7.0,7.0
24,147.0,123.0,7.0,7.0
25,136.0,122.0,7.0,7.0
26,53.0,44.0,6.0,6.0
27,68.0,39.0,7.0,5.0
28,131.0,130.0,7.0,7.0
29,134.0,109.0,7.0,7.0
30,143.0,113.0,7.0,6.0
31,123.0,139.0,7.0,7.0
32,131.0,149.0,7.0,7.0
33,118.0,113.0,7.0,7.0
34,131.0,114.0,7.0,7.0
35,129.0,84.0,7.0,7.0
36,0.0,2.0,0.0,1.0
37,31.0,9.0,4.0,3.0
38,65.0,0.0,7.0,0.0
39,0.0,3.0,0.0,1.0
40,0.0,8.0,0.0,1.0
41,3.0,0.0,1.0,0.0
42,3.0,0.0,1.0,0.0
43,11.0,10.0,1.0,1.0
44,5.0,0.0,1.0,0.0
45,6.0,0.0,1.0,0.0
46,11.0,13.0,2.0,1.0
47,0.0,0.0,0.0,0.0
48,31.0,0.0,5.0,0.0
49,26.0,0.0,5.0,0.0
50,86.0,57.0,7.0,7.0
51,45.0,44.0,7.0,6.0
52,47.0,6.0,6.0,1.0
53,10.0,0.0,2.0,0.0
54,23.0,0.0,3.0,0.0
55,28.0,2.0,6.0,1.0
56,0.0,0.0,0.0,0.0
57,23.0,0.0,4.0,0.0
58,11.0,0.0,3.0,0.0
59,7.0,7.0,2.0,2.0
60,151.0,159.0,7.0,7.0
61,57.0,51.0,7.0,6.0
62,67.0,119.0,6.0,7.0
63,156.0,150.0,7.0,7.0
64,143.0,172.0,7.0,7.0
65,127.0,157.0,7.0,7.0
66,153.0,162.0,7.0,7.0
67,178.0,152.0,7.0,7.0
68,159.0,155.0,7.0,7.0
69,142.0,167.0,7.0,7.0
70,165.0,151.0,7.0,7.0
71,149.0,151.0,7.0,7.0
72,84.0,107.0,7.0,7.0
73,90.0,112.0,7.0,7.0
74,53.0,57.0,6.0,7.0
75,20.0,16.0,5.0,2.0
76,115.0,66.0,7.0,6.0
77,99.0,66.0,7.0,6.0
78,110.0,92.0,7.0,7.0
79,103.0,99.0,7.0,7.0
80,75.0,73.0,7.0,7.0
81,120.0,110.0,7.0,7.0
82,80.0,113.0,7.0,7.0
83,96.0,98.0,7.0,7.0
84,35.0,17.0,4.0,4.0
85,76.0,26.0,7.0,2.0
86,92.0,73.0,7.0,7.0
87,57.0,37.0,6.0,5.0
88,28.0,9.0,4.0,2.0
89,41.0,0.0,5.0,0.0
90,11.0,20.0,3.0,3.0
91,33.0,25.0,4.0,4.0
92,23.0,17.0,3.0,3.0
93,35.0,25.0,6.0,3.0
94,45.0,11.0,5.0,2.0
95,34.0,17.0,5.0,2.0
96,49.0,32.0,7.0,6.0
97,36.0,36.0,6.0,7.0
98,133.0,141.0,7.0,7.0
99,0.0,0.0,0.0,0.0
100,41.0,26.0,7.0,6.0
101,46.0,32.0,7.0,6.0
102,33.0,24.0,7.0,6.0
103,48.0,25.0,7.0,5.0
104,35.0,14.0,5.0,3.0
105,46.0,40.0,7.0,7.0
106,49.0,24.0,7.0,5.0
107,41.0,35.0,6.0,7.0
108,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0
110,99.0,102.0,7.0,7.0
111,0.0,11.0,0.0,1.0
112,0.0,0.0,0.0,0.0
113,4.0,0.0,1.0,0.0
114,0.0,0.0,0.0,0.0
115,33.0,0.0,5.0,0.0
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0
119,2.0,0.0,1.0,0.0
