"BehaviorSpace results (NetLogo 6.2.0)"
"crested_newt.nlogo"
"scenarios"
"09/23/2021 22:58:44:593 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","399","0","399"
"[run number]","capacity","mean-juvenile-mortality-prob","mortality-decrease-with-buffer","number-of-startind","movement-energy","cropland-movement-cost","woodland-movement-cost","mean-number-of-female-offspring","scenario","mean-adult-mortality-prob","[step]","total-newts","occupied-ponds","pond0","pond1","pond2","pond3","pond4","pond5","pond6"
"597","30","0.45","0.04","50","1000","5","1","2.5","corridors","0.18","100","63","7","2","13","14","8","13","6","7"
"606","30","0.45","0.06","50","50","5","1","2.5","corridors","0.18","76","0","0","0","0","0","0","0","0","0"
"598","30","0.45","0.04","50","1000","5","1","2.5","corridors","0.18","100","71","7","15","8","3","13","5","14","13"
"600","30","0.45","0.04","50","1000","5","1","2.5","corridors","0.18","100","38","6","0","9","12","2","4","9","2"
"603","30","0.45","0.06","50","50","5","1","2.5","buffers","0.18","100","20","3","0","0","3","0","10","7","0"
"595","30","0.45","0.04","50","1000","5","1","2.5","buffers","0.18","100","84","7","11","16","11","16","8","14","8"
"604","30","0.45","0.06","50","50","5","1","2.5","buffers","0.18","100","28","2","5","0","0","0","0","0","23"
"599","30","0.45","0.04","50","1000","5","1","2.5","corridors","0.18","100","62","7","3","8","7","9","11","17","7"
"608","30","0.45","0.06","50","50","5","1","2.5","corridors","0.18","100","7","1","0","0","0","0","0","7","0"
"607","30","0.45","0.06","50","50","5","1","2.5","corridors","0.18","100","11","2","0","8","0","3","0","0","0"
"610","30","0.45","0.06","50","50","5","1","2.5","corridors","0.18","100","23","4","4","8","7","4","0","0","0"
"609","30","0.45","0.06","50","50","5","1","2.5","corridors","0.18","100","11","3","4","0","2","0","0","0","5"
"616","30","0.45","0.06","50","100","5","1","2.5","corridors","0.18","100","13","1","0","0","0","0","13","0","0"
"617","30","0.45","0.06","50","100","5","1","2.5","corridors","0.18","84","0","0","0","0","0","0","0","0","0"
"618","30","0.45","0.06","50","100","5","1","2.5","corridors","0.18","100","4","1","0","4","0","0","0","0","0"
"612","30","0.45","0.06","50","100","5","1","2.5","buffers","0.18","100","12","2","0","9","0","0","0","3","0"
"611","30","0.45","0.06","50","100","5","1","2.5","buffers","0.18","100","21","3","6","0","0","0","9","6","0"
"605","30","0.45","0.06","50","50","5","1","2.5","buffers","0.18","100","42","6","9","6","7","0","7","10","3"
"614","30","0.45","0.06","50","100","5","1","2.5","buffers","0.18","100","25","3","0","6","0","10","0","0","9"
"619","30","0.45","0.06","50","100","5","1","2.5","corridors","0.18","100","19","3","10","0","0","0","0","7","2"
"613","30","0.45","0.06","50","100","5","1","2.5","buffers","0.18","100","49","4","15","19","5","10","0","0","0"
"620","30","0.45","0.06","50","100","5","1","2.5","corridors","0.18","100","17","3","5","7","0","0","5","0","0"
"615","30","0.45","0.06","50","100","5","1","2.5","buffers","0.18","100","55","6","5","1","10","5","21","0","13"
"626","30","0.45","0.06","50","150","5","1","2.5","corridors","0.18","100","4","1","0","0","0","0","0","4","0"
"627","30","0.45","0.06","50","150","5","1","2.5","corridors","0.18","100","53","5","0","16","7","7","0","9","14"
"628","30","0.45","0.06","50","150","5","1","2.5","corridors","0.18","100","23","3","0","11","7","0","0","0","5"
"622","30","0.45","0.06","50","150","5","1","2.5","buffers","0.18","100","37","4","7","19","7","0","4","0","0"
"623","30","0.45","0.06","50","150","5","1","2.5","buffers","0.18","100","29","3","0","14","0","7","0","8","0"
"621","30","0.45","0.06","50","150","5","1","2.5","buffers","0.18","100","45","4","0","14","6","0","0","10","15"
"624","30","0.45","0.06","50","150","5","1","2.5","buffers","0.18","100","22","3","0","10","0","4","0","0","8"
"630","30","0.45","0.06","50","150","5","1","2.5","corridors","0.18","100","11","2","2","0","0","9","0","0","0"
"629","30","0.45","0.06","50","150","5","1","2.5","corridors","0.18","100","23","2","0","17","0","6","0","0","0"
"625","30","0.45","0.06","50","150","5","1","2.5","buffers","0.18","100","49","5","5","6","10","0","0","17","11"
"631","30","0.45","0.06","50","200","5","1","2.5","buffers","0.18","100","20","3","0","0","0","0","3","8","9"
"637","30","0.45","0.06","50","200","5","1","2.5","corridors","0.18","100","9","1","0","0","0","0","0","0","9"
"632","30","0.45","0.06","50","200","5","1","2.5","buffers","0.18","100","21","3","4","14","0","0","0","0","3"
"636","30","0.45","0.06","50","200","5","1","2.5","corridors","0.18","100","15","3","0","2","0","0","8","0","5"
"640","30","0.45","0.06","50","200","5","1","2.5","corridors","0.18","100","4","1","0","0","4","0","0","0","0"
"638","30","0.45","0.06","50","200","5","1","2.5","corridors","0.18","100","22","3","0","1","2","0","0","0","19"
"634","30","0.45","0.06","50","200","5","1","2.5","buffers","0.18","100","26","2","0","15","0","0","11","0","0"
"633","30","0.45","0.06","50","200","5","1","2.5","buffers","0.18","100","52","4","2","10","0","0","16","0","24"
"641","30","0.45","0.06","50","250","5","1","2.5","buffers","0.18","100","39","4","0","11","0","9","0","9","10"
"639","30","0.45","0.06","50","200","5","1","2.5","corridors","0.18","100","25","5","3","2","6","0","9","5","0"
"642","30","0.45","0.06","50","250","5","1","2.5","buffers","0.18","100","37","3","0","0","17","0","0","3","17"
"635","30","0.45","0.06","50","200","5","1","2.5","buffers","0.18","100","49","5","12","6","14","0","0","7","10"
"643","30","0.45","0.06","50","250","5","1","2.5","buffers","0.18","100","42","5","0","1","9","0","7","9","16"
"647","30","0.45","0.06","50","250","5","1","2.5","corridors","0.18","100","13","2","0","0","0","0","7","6","0"
"652","30","0.45","0.06","50","300","5","1","2.5","buffers","0.18","54","0","0","0","0","0","0","0","0","0"
"645","30","0.45","0.06","50","250","5","1","2.5","buffers","0.18","100","39","5","1","10","0","0","5","16","7"
"646","30","0.45","0.06","50","250","5","1","2.5","corridors","0.18","100","10","3","0","7","2","0","0","1","0"
"644","30","0.45","0.06","50","250","5","1","2.5","buffers","0.18","100","40","5","0","9","11","1","12","0","7"
"650","30","0.45","0.06","50","250","5","1","2.5","corridors","0.18","100","20","3","0","9","4","7","0","0","0"
"658","30","0.45","0.06","50","300","5","1","2.5","corridors","0.18","94","0","0","0","0","0","0","0","0","0"
"649","30","0.45","0.06","50","250","5","1","2.5","corridors","0.18","100","21","3","0","3","13","5","0","0","0"
"648","30","0.45","0.06","50","250","5","1","2.5","corridors","0.18","100","46","5","0","9","12","6","0","5","14"
"651","30","0.45","0.06","50","300","5","1","2.5","buffers","0.18","100","39","5","5","5","0","15","4","10","0"
"660","30","0.45","0.06","50","300","5","1","2.5","corridors","0.18","100","37","4","0","10","2","0","4","21","0"
"654","30","0.45","0.06","50","300","5","1","2.5","buffers","0.18","100","14","2","0","4","0","0","0","10","0"
"656","30","0.45","0.06","50","300","5","1","2.5","corridors","0.18","100","36","4","18","7","4","0","0","7","0"
"657","30","0.45","0.06","50","300","5","1","2.5","corridors","0.18","100","22","3","0","8","7","0","0","7","0"
"653","30","0.45","0.06","50","300","5","1","2.5","buffers","0.18","100","40","3","15","14","0","0","0","11","0"
"659","30","0.45","0.06","50","300","5","1","2.5","corridors","0.18","100","26","3","0","10","5","0","0","11","0"
"655","30","0.45","0.06","50","300","5","1","2.5","buffers","0.18","100","36","4","11","6","7","0","0","12","0"
"667","30","0.45","0.06","50","350","5","1","2.5","corridors","0.18","100","9","1","0","0","0","0","9","0","0"
"661","30","0.45","0.06","50","350","5","1","2.5","buffers","0.18","100","41","4","11","15","0","0","8","7","0"
"670","30","0.45","0.06","50","350","5","1","2.5","corridors","0.18","100","21","3","0","4","5","0","0","0","12"
"662","30","0.45","0.06","50","350","5","1","2.5","buffers","0.18","100","32","2","0","0","0","0","13","19","0"
"663","30","0.45","0.06","50","350","5","1","2.5","buffers","0.18","100","41","5","0","10","10","10","5","6","0"
"668","30","0.45","0.06","50","350","5","1","2.5","corridors","0.18","100","29","4","0","12","6","0","1","10","0"
"666","30","0.45","0.06","50","350","5","1","2.5","corridors","0.18","100","12","3","0","7","0","0","3","0","2"
"664","30","0.45","0.06","50","350","5","1","2.5","buffers","0.18","100","52","6","4","9","0","6","13","13","7"
"669","30","0.45","0.06","50","350","5","1","2.5","corridors","0.18","100","45","3","0","12","18","0","0","15","0"
"665","30","0.45","0.06","50","350","5","1","2.5","buffers","0.18","100","35","4","0","0","11","8","2","0","14"
"672","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","22","4","9","5","0","0","4","4","0"
"677","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","39","5","7","7","5","0","6","14","0"
"673","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","48","5","4","13","0","9","9","13","0"
"678","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","23","3","0","16","0","0","5","2","0"
"671","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","45","6","5","4","0","9","7","10","10"
"676","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","18","5","0","1","5","0","3","8","1"
"674","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","54","4","0","16","0","0","9","18","11"
"679","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","46","5","0","11","8","17","7","3","0"
"680","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","34","4","11","8","0","0","3","12","0"
"675","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","74","7","7","7","17","10","10","16","7"
"682","30","0.45","0.06","50","450","5","1","2.5","buffers","0.18","100","38","6","4","16","7","0","6","1","4"
"681","30","0.45","0.06","50","450","5","1","2.5","buffers","0.18","100","48","7","2","13","4","6","1","12","10"
"687","30","0.45","0.06","50","450","5","1","2.5","corridors","0.18","100","54","4","0","24","7","0","0","12","11"
"686","30","0.45","0.06","50","450","5","1","2.5","corridors","0.18","100","43","4","0","12","9","0","0","17","5"
"689","30","0.45","0.06","50","450","5","1","2.5","corridors","0.18","100","15","4","0","4","1","0","8","2","0"
"683","30","0.45","0.06","50","450","5","1","2.5","buffers","0.18","100","45","6","8","4","0","8","9","6","10"
"688","30","0.45","0.06","50","450","5","1","2.5","corridors","0.18","100","38","3","0","18","11","0","9","0","0"
"684","30","0.45","0.06","50","450","5","1","2.5","buffers","0.18","100","63","5","0","17","21","14","9","2","0"
"685","30","0.45","0.06","50","450","5","1","2.5","buffers","0.18","100","72","6","18","15","15","6","0","5","13"
"691","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","34","4","0","2","0","0","14","16","2"
"690","30","0.45","0.06","50","450","5","1","2.5","corridors","0.18","100","38","3","0","9","0","0","12","17","0"
"692","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","55","5","17","9","0","2","8","19","0"
"698","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","46","4","0","21","5","0","13","7","0"
"694","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","57","4","0","15","19","0","8","15","0"
"693","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","40","5","13","3","12","0","9","3","0"
"695","30","0.45","0.06","50","500","5","1","2.5","buffers","0.18","100","36","4","11","9","0","0","3","13","0"
"696","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","48","5","0","16","0","8","10","2","12"
"699","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","49","6","0","8","1","7","8","16","9"
"697","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","58","4","0","21","10","0","0","21","6"
"700","30","0.45","0.06","50","500","5","1","2.5","corridors","0.18","100","58","6","1","17","15","14","0","5","6"
"702","30","0.45","0.06","50","550","5","1","2.5","buffers","0.18","100","29","5","6","15","4","0","0","1","3"
"701","30","0.45","0.06","50","550","5","1","2.5","buffers","0.18","100","56","6","0","10","6","9","13","15","3"
"703","30","0.45","0.06","50","550","5","1","2.5","buffers","0.18","100","54","7","16","12","1","3","10","11","1"
"707","30","0.45","0.06","50","550","5","1","2.5","corridors","0.18","100","34","4","0","9","9","0","1","15","0"
"706","30","0.45","0.06","50","550","5","1","2.5","corridors","0.18","100","56","5","0","16","14","9","1","16","0"
"704","30","0.45","0.06","50","550","5","1","2.5","buffers","0.18","100","48","6","12","7","4","6","3","0","16"
"708","30","0.45","0.06","50","550","5","1","2.5","corridors","0.18","100","36","4","9","10","0","0","0","11","6"
"705","30","0.45","0.06","50","550","5","1","2.5","buffers","0.18","100","81","7","1","11","12","7","19","14","17"
"709","30","0.45","0.06","50","550","5","1","2.5","corridors","0.18","100","40","6","1","13","6","0","6","10","4"
"710","30","0.45","0.06","50","550","5","1","2.5","corridors","0.18","100","31","5","9","5","3","0","0","10","4"
"711","30","0.45","0.06","50","600","5","1","2.5","buffers","0.18","100","45","5","12","7","17","0","1","0","8"
"712","30","0.45","0.06","50","600","5","1","2.5","buffers","0.18","100","47","6","0","14","11","6","12","2","2"
"718","30","0.45","0.06","50","600","5","1","2.5","corridors","0.18","100","18","3","0","0","0","0","6","8","4"
"713","30","0.45","0.06","50","600","5","1","2.5","buffers","0.18","100","49","5","9","7","0","0","12","11","10"
"716","30","0.45","0.06","50","600","5","1","2.5","corridors","0.18","100","39","6","0","4","5","1","12","4","13"
"714","30","0.45","0.06","50","600","5","1","2.5","buffers","0.18","100","56","5","0","18","6","6","14","12","0"
"717","30","0.45","0.06","50","600","5","1","2.5","corridors","0.18","100","55","6","16","18","3","0","6","2","10"
"719","30","0.45","0.06","50","600","5","1","2.5","corridors","0.18","100","41","5","3","9","0","11","13","5","0"
"720","30","0.45","0.06","50","600","5","1","2.5","corridors","0.18","100","40","6","2","13","9","0","5","4","7"
"715","30","0.45","0.06","50","600","5","1","2.5","buffers","0.18","100","76","6","12","12","10","0","14","17","11"
"722","30","0.45","0.06","50","650","5","1","2.5","buffers","0.18","100","37","6","0","15","6","4","1","5","6"
"721","30","0.45","0.06","50","650","5","1","2.5","buffers","0.18","100","60","7","4","19","9","10","5","5","8"
"723","30","0.45","0.06","50","650","5","1","2.5","buffers","0.18","100","52","7","3","13","8","4","8","9","7"
"728","30","0.45","0.06","50","650","5","1","2.5","corridors","0.18","100","49","5","6","14","14","0","8","7","0"
"729","30","0.45","0.06","50","650","5","1","2.5","corridors","0.18","100","48","6","0","14","9","3","3","13","6"
"725","30","0.45","0.06","50","650","5","1","2.5","buffers","0.18","100","61","6","2","9","21","15","11","0","3"
"724","30","0.45","0.06","50","650","5","1","2.5","buffers","0.18","100","51","7","7","14","4","6","8","1","11"
"726","30","0.45","0.06","50","650","5","1","2.5","corridors","0.18","100","41","6","2","8","15","0","4","9","3"
"727","30","0.45","0.06","50","650","5","1","2.5","corridors","0.18","100","52","7","9","4","11","10","10","1","7"
"730","30","0.45","0.06","50","650","5","1","2.5","corridors","0.18","100","55","5","0","18","4","1","0","17","15"
"731","30","0.45","0.06","50","700","5","1","2.5","buffers","0.18","100","64","7","16","10","6","12","12","4","4"
"733","30","0.45","0.06","50","700","5","1","2.5","buffers","0.18","100","34","4","0","8","0","0","7","18","1"
"732","30","0.45","0.06","50","700","5","1","2.5","buffers","0.18","100","54","7","2","10","9","11","10","5","7"
"739","30","0.45","0.06","50","700","5","1","2.5","corridors","0.18","100","43","4","11","17","11","4","0","0","0"
"734","30","0.45","0.06","50","700","5","1","2.5","buffers","0.18","100","69","7","5","7","3","8","14","15","17"
"736","30","0.45","0.06","50","700","5","1","2.5","corridors","0.18","100","29","5","0","11","7","0","4","6","1"
"738","30","0.45","0.06","50","700","5","1","2.5","corridors","0.18","100","53","5","15","19","2","0","0","10","7"
"737","30","0.45","0.06","50","700","5","1","2.5","corridors","0.18","100","26","5","1","7","11","0","0","4","3"
"740","30","0.45","0.06","50","700","5","1","2.5","corridors","0.18","100","72","7","7","17","6","15","6","12","9"
"735","30","0.45","0.06","50","700","5","1","2.5","buffers","0.18","100","79","7","10","13","12","11","6","13","14"
"741","30","0.45","0.06","50","750","5","1","2.5","buffers","0.18","100","65","5","4","14","20","0","12","15","0"
"742","30","0.45","0.06","50","750","5","1","2.5","buffers","0.18","100","71","7","4","7","8","9","12","15","16"
"744","30","0.45","0.06","50","750","5","1","2.5","buffers","0.18","100","73","6","4","16","0","18","19","11","5"
"743","30","0.45","0.06","50","750","5","1","2.5","buffers","0.18","100","52","6","10","20","0","10","2","6","4"
"747","30","0.45","0.06","50","750","5","1","2.5","corridors","0.18","100","25","3","6","14","5","0","0","0","0"
"748","30","0.45","0.06","50","750","5","1","2.5","corridors","0.18","100","57","7","2","15","11","5","8","15","1"
"750","30","0.45","0.06","50","750","5","1","2.5","corridors","0.18","100","75","7","8","14","14","8","9","7","15"
"746","30","0.45","0.06","50","750","5","1","2.5","corridors","0.18","100","52","6","0","11","1","9","9","8","14"
"749","30","0.45","0.06","50","750","5","1","2.5","corridors","0.18","100","59","5","0","13","2","0","14","19","11"
"745","30","0.45","0.06","50","750","5","1","2.5","buffers","0.18","100","45","7","8","8","2","3","11","10","3"
"752","30","0.45","0.06","50","800","5","1","2.5","buffers","0.18","100","55","6","6","4","0","8","22","6","9"
"756","30","0.45","0.06","50","800","5","1","2.5","corridors","0.18","100","60","7","14","4","10","6","5","9","12"
"751","30","0.45","0.06","50","800","5","1","2.5","buffers","0.18","100","98","7","14","13","10","17","8","14","22"
"754","30","0.45","0.06","50","800","5","1","2.5","buffers","0.18","100","65","7","11","13","16","9","2","6","8"
"753","30","0.45","0.06","50","800","5","1","2.5","buffers","0.18","100","66","7","3","12","2","1","12","13","23"
"758","30","0.45","0.06","50","800","5","1","2.5","corridors","0.18","100","35","4","0","11","12","0","7","5","0"
"757","30","0.45","0.06","50","800","5","1","2.5","corridors","0.18","100","75","7","5","19","1","11","16","10","13"
"760","30","0.45","0.06","50","800","5","1","2.5","corridors","0.18","100","61","5","7","15","0","0","6","19","14"
"755","30","0.45","0.06","50","800","5","1","2.5","buffers","0.18","100","69","7","4","13","6","5","7","21","13"
"759","30","0.45","0.06","50","800","5","1","2.5","corridors","0.18","100","59","7","11","10","7","2","8","5","16"
"761","30","0.45","0.06","50","850","5","1","2.5","buffers","0.18","100","74","7","4","9","12","7","22","7","13"
"762","30","0.45","0.06","50","850","5","1","2.5","buffers","0.18","100","57","5","0","11","0","10","14","14","8"
"766","30","0.45","0.06","50","850","5","1","2.5","corridors","0.18","100","46","6","4","13","6","5","13","5","0"
"767","30","0.45","0.06","50","850","5","1","2.5","corridors","0.18","100","51","6","3","7","16","0","6","9","10"
"763","30","0.45","0.06","50","850","5","1","2.5","buffers","0.18","100","49","6","9","9","0","9","6","8","8"
"765","30","0.45","0.06","50","850","5","1","2.5","buffers","0.18","100","82","7","6","13","11","4","11","19","18"
"769","30","0.45","0.06","50","850","5","1","2.5","corridors","0.18","100","49","6","0","17","8","1","8","8","7"
"764","30","0.45","0.06","50","850","5","1","2.5","buffers","0.18","100","97","7","16","18","6","7","13","20","17"
"768","30","0.45","0.06","50","850","5","1","2.5","corridors","0.18","100","68","6","0","10","8","2","15","15","18"
"771","30","0.45","0.06","50","900","5","1","2.5","buffers","0.18","100","37","5","10","5","2","8","0","0","12"
"770","30","0.45","0.06","50","850","5","1","2.5","corridors","0.18","100","86","6","16","23","13","0","6","11","17"
"773","30","0.45","0.06","50","900","5","1","2.5","buffers","0.18","100","89","7","9","16","8","7","15","16","18"
"772","30","0.45","0.06","50","900","5","1","2.5","buffers","0.18","100","91","7","17","15","15","4","9","10","21"
"778","30","0.45","0.06","50","900","5","1","2.5","corridors","0.18","100","45","6","0","13","2","10","9","10","1"
"777","30","0.45","0.06","50","900","5","1","2.5","corridors","0.18","100","63","7","9","9","9","8","5","16","7"
"779","30","0.45","0.06","50","900","5","1","2.5","corridors","0.18","100","59","6","2","15","11","0","11","13","7"
"776","30","0.45","0.06","50","900","5","1","2.5","corridors","0.18","100","66","7","11","12","9","6","5","17","6"
"780","30","0.45","0.06","50","900","5","1","2.5","corridors","0.18","100","41","5","0","4","0","12","8","13","4"
"774","30","0.45","0.06","50","900","5","1","2.5","buffers","0.18","100","96","7","12","11","20","18","14","13","8"
"775","30","0.45","0.06","50","900","5","1","2.5","buffers","0.18","100","69","6","13","12","6","0","18","14","6"
"782","30","0.45","0.06","50","950","5","1","2.5","buffers","0.18","100","78","7","5","7","12","16","10","11","17"
"783","30","0.45","0.06","50","950","5","1","2.5","buffers","0.18","100","68","7","13","10","13","9","8","14","1"
"781","30","0.45","0.06","50","950","5","1","2.5","buffers","0.18","100","53","6","9","17","0","6","4","8","9"
"784","30","0.45","0.06","50","950","5","1","2.5","buffers","0.18","100","60","6","0","17","6","9","13","12","3"
"789","30","0.45","0.06","50","950","5","1","2.5","corridors","0.18","100","57","7","11","18","4","6","2","11","5"
"787","30","0.45","0.06","50","950","5","1","2.5","corridors","0.18","100","64","7","20","2","8","6","7","13","8"
"786","30","0.45","0.06","50","950","5","1","2.5","corridors","0.18","100","64","7","13","17","8","7","8","6","5"
"788","30","0.45","0.06","50","950","5","1","2.5","corridors","0.18","100","44","6","0","7","5","7","6","8","11"
"790","30","0.45","0.06","50","950","5","1","2.5","corridors","0.18","100","46","5","0","22","7","0","6","5","6"
"785","30","0.45","0.06","50","950","5","1","2.5","buffers","0.18","100","97","7","14","3","12","6","21","17","24"
"791","30","0.45","0.06","50","1000","5","1","2.5","buffers","0.18","100","75","7","7","16","8","7","10","16","11"
"793","30","0.45","0.06","50","1000","5","1","2.5","buffers","0.18","100","75","7","17","7","11","12","5","10","13"
"795","30","0.45","0.06","50","1000","5","1","2.5","buffers","0.18","100","74","7","7","11","19","12","2","7","16"
"794","30","0.45","0.06","50","1000","5","1","2.5","buffers","0.18","100","87","6","3","10","0","22","10","19","23"
"801","30","0.45","0.08","50","50","5","1","2.5","buffers","0.18","100","25","2","15","10","0","0","0","0","0"
"796","30","0.45","0.06","50","1000","5","1","2.5","corridors","0.18","100","44","5","0","14","4","0","17","5","4"
"792","30","0.45","0.06","50","1000","5","1","2.5","buffers","0.18","100","85","7","12","10","13","6","22","10","12"
"800","30","0.45","0.06","50","1000","5","1","2.5","corridors","0.18","100","47","7","4","2","5","10","14","4","8"
"806","30","0.45","0.08","50","50","5","1","2.5","corridors","0.18","98","0","0","0","0","0","0","0","0","0"
"798","30","0.45","0.06","50","1000","5","1","2.5","corridors","0.18","100","59","6","0","9","10","7","6","14","13"
"797","30","0.45","0.06","50","1000","5","1","2.5","corridors","0.18","100","55","6","3","12","12","0","8","9","11"
"807","30","0.45","0.08","50","50","5","1","2.5","corridors","0.18","100","18","1","0","0","0","0","18","0","0"
"808","30","0.45","0.08","50","50","5","1","2.5","corridors","0.18","100","10","1","0","10","0","0","0","0","0"
"802","30","0.45","0.08","50","50","5","1","2.5","buffers","0.18","100","54","5","0","0","8","8","16","18","4"
"799","30","0.45","0.06","50","1000","5","1","2.5","corridors","0.18","100","73","7","7","13","7","11","14","13","8"
"809","30","0.45","0.08","50","50","5","1","2.5","corridors","0.18","100","30","3","0","0","3","20","0","0","7"
"803","30","0.45","0.08","50","50","5","1","2.5","buffers","0.18","100","52","5","0","0","9","16","9","14","4"
"805","30","0.45","0.08","50","50","5","1","2.5","buffers","0.18","100","31","3","0","12","11","8","0","0","0"
"810","30","0.45","0.08","50","50","5","1","2.5","corridors","0.18","100","10","2","0","7","0","0","0","3","0"
"804","30","0.45","0.08","50","50","5","1","2.5","buffers","0.18","100","17","2","0","11","0","6","0","0","0"
"816","30","0.45","0.08","50","100","5","1","2.5","corridors","0.18","100","15","2","0","0","4","0","0","11","0"
"817","30","0.45","0.08","50","100","5","1","2.5","corridors","0.18","100","1","1","0","0","0","1","0","0","0"
"813","30","0.45","0.08","50","100","5","1","2.5","buffers","0.18","100","19","3","0","0","0","4","0","10","5"
"811","30","0.45","0.08","50","100","5","1","2.5","buffers","0.18","100","16","2","8","0","0","0","8","0","0"
"814","30","0.45","0.08","50","100","5","1","2.5","buffers","0.18","100","34","4","9","0","5","12","0","8","0"
"812","30","0.45","0.08","50","100","5","1","2.5","buffers","0.18","100","26","3","0","16","0","7","0","3","0"
"815","30","0.45","0.08","50","100","5","1","2.5","buffers","0.18","100","39","4","9","0","10","0","15","0","5"
"820","30","0.45","0.08","50","100","5","1","2.5","corridors","0.18","100","21","2","0","0","0","6","0","15","0"
"819","30","0.45","0.08","50","100","5","1","2.5","corridors","0.18","100","32","3","0","12","0","10","0","0","10"
"818","30","0.45","0.08","50","100","5","1","2.5","corridors","0.18","100","15","2","0","0","0","0","5","10","0"
"824","30","0.45","0.08","50","150","5","1","2.5","buffers","0.18","100","15","3","0","0","6","8","0","0","1"
"829","30","0.45","0.08","50","150","5","1","2.5","corridors","0.18","100","23","3","0","5","11","0","7","0","0"
"823","30","0.45","0.08","50","150","5","1","2.5","buffers","0.18","100","19","2","0","0","8","0","11","0","0"
"826","30","0.45","0.08","50","150","5","1","2.5","corridors","0.18","100","37","4","6","14","11","6","0","0","0"
"821","30","0.45","0.08","50","150","5","1","2.5","buffers","0.18","100","56","3","18","18","20","0","0","0","0"
"827","30","0.45","0.08","50","150","5","1","2.5","corridors","0.18","100","35","4","0","16","5","0","3","11","0"
"822","30","0.45","0.08","50","150","5","1","2.5","buffers","0.18","100","34","3","9","0","10","0","0","0","15"
"830","30","0.45","0.08","50","150","5","1","2.5","corridors","0.18","100","22","4","0","10","4","0","6","2","0"
"828","30","0.45","0.08","50","150","5","1","2.5","corridors","0.18","100","46","6","0","7","8","6","8","4","13"
"836","30","0.45","0.08","50","200","5","1","2.5","corridors","0.18","100","7","1","0","7","0","0","0","0","0"
"831","30","0.45","0.08","50","200","5","1","2.5","buffers","0.18","100","21","3","0","0","0","0","8","10","3"
"825","30","0.45","0.08","50","150","5","1","2.5","buffers","0.18","100","49","7","5","10","4","3","8","9","10"
"839","30","0.45","0.08","50","200","5","1","2.5","corridors","0.18","100","19","2","0","14","5","0","0","0","0"
"833","30","0.45","0.08","50","200","5","1","2.5","buffers","0.18","100","52","4","0","9","0","14","0","14","15"
"832","30","0.45","0.08","50","200","5","1","2.5","buffers","0.18","100","32","3","8","14","0","0","0","10","0"
"840","30","0.45","0.08","50","200","5","1","2.5","corridors","0.18","100","15","1","0","0","0","0","0","0","15"
"837","30","0.45","0.08","50","200","5","1","2.5","corridors","0.18","100","12","1","0","0","0","0","0","12","0"
"838","30","0.45","0.08","50","200","5","1","2.5","corridors","0.18","100","39","5","4","5","16","0","0","7","7"
"834","30","0.45","0.08","50","200","5","1","2.5","buffers","0.18","100","33","3","14","7","0","0","0","12","0"
"846","30","0.45","0.08","50","250","5","1","2.5","corridors","0.18","100","30","3","0","11","10","0","0","9","0"
"835","30","0.45","0.08","50","200","5","1","2.5","buffers","0.18","100","58","6","12","8","13","0","12","11","2"
"842","30","0.45","0.08","50","250","5","1","2.5","buffers","0.18","100","19","2","0","7","0","0","0","12","0"
"849","30","0.45","0.08","50","250","5","1","2.5","corridors","0.18","100","23","3","0","13","9","0","0","1","0"
"847","30","0.45","0.08","50","250","5","1","2.5","corridors","0.18","100","37","3","0","8","8","0","0","21","0"
"844","30","0.45","0.08","50","250","5","1","2.5","buffers","0.18","100","22","3","0","3","5","0","0","14","0"
"841","30","0.45","0.08","50","250","5","1","2.5","buffers","0.18","100","32","3","0","12","7","0","0","0","13"
"850","30","0.45","0.08","50","250","5","1","2.5","corridors","0.18","100","48","5","10","9","11","8","10","0","0"
"848","30","0.45","0.08","50","250","5","1","2.5","corridors","0.18","100","47","5","12","11","10","0","5","9","0"
"843","30","0.45","0.08","50","250","5","1","2.5","buffers","0.18","100","60","5","7","10","14","0","16","0","13"
"845","30","0.45","0.08","50","250","5","1","2.5","buffers","0.18","100","61","5","0","9","8","0","16","10","18"
"851","30","0.45","0.08","50","300","5","1","2.5","buffers","0.18","100","45","5","8","8","16","0","0","3","10"
